N_W_m N_L_m P_W_m P_L_m VCM NFmin_dB NF_dB Rn SOpt_real SOpt_imag
0.22e-6 0.36e-6 2e-6 0.28e-6 0.95 0.0379198 24.1073 12823.4 0.999957 0.00415299
0.22e-6 0.36e-6 2e-6 0.28e-6 1.00 0.05891 27.9771 31331.9 0.99997 0.00416473
0.22e-6 0.36e-6 2e-6 0.28e-6 1.05 0.091346 31.8738 76924.9 0.999978 0.00409319
0.22e-6 0.36e-6 2e-6 0.28e-6 1.10 0.133273 35.2866 168848 0.999983 0.00398029
0.22e-6 0.36e-6 2e-6 0.28e-6 1.15 0.164754 37.2994 268427 0.999986 0.00382714
0.22e-6 0.36e-6 2e-6 0.36e-6 0.55 0.135927 34.2479 132920 0.999971 0.00581663
0.22e-6 0.36e-6 2e-6 0.36e-6 0.60 0.128717 33.7719 119118 0.999971 0.0058349
0.22e-6 0.36e-6 2e-6 0.36e-6 0.65 0.119 33.0827 101630 0.999969 0.00585557
0.22e-6 0.36e-6 2e-6 0.36e-6 0.70 0.105556 32.0371 79872.9 0.999968 0.0058682
0.22e-6 0.36e-6 2e-6 0.36e-6 0.75 0.0886836 30.5369 56528.9 0.999965 0.00586048
0.22e-6 0.36e-6 2e-6 0.36e-6 0.80 0.0692295 28.4363 34831.4 0.99996 0.00580838
0.22e-6 0.36e-6 2e-6 0.36e-6 0.85 0.047416 25.294 16868.9 0.999952 0.00552136
0.22e-6 0.36e-6 2e-6 0.36e-6 0.90 0.0462387 25.2024 16515.8 0.999956 0.00489489
0.22e-6 0.36e-6 2e-6 0.36e-6 0.95 0.0710673 29.0106 39763.4 0.999967 0.00489648
0.22e-6 0.36e-6 2e-6 0.36e-6 1.00 0.101596 32.2464 83819.9 0.999974 0.00480816
0.22e-6 0.36e-6 2e-6 0.36e-6 1.05 0.129988 34.5785 143440 0.999979 0.00467053
0.22e-6 0.36e-6 2e-6 0.36e-6 1.10 0.148473 35.9834 198243 0.999981 0.00448253
0.22e-6 0.36e-6 2e-6 0.36e-6 1.15 0.164633 37.1711 260612 0.999984 0.00424979
0.22e-6 0.36e-6 2e-6 0.50e-6 0.55 0.100924 30.3753 54462.6 0.999951 0.00750092
0.22e-6 0.36e-6 2e-6 0.50e-6 0.60 0.095976 29.948 49354.3 0.999949 0.00751328
0.22e-6 0.36e-6 2e-6 0.50e-6 0.65 0.0899278 29.3917 43414.5 0.999948 0.00752553
0.22e-6 0.36e-6 2e-6 0.50e-6 0.70 0.0817806 28.5857 36052.2 0.999946 0.00752411
0.22e-6 0.36e-6 2e-6 0.50e-6 0.75 0.0708946 27.394 27389 0.999942 0.0074848
0.22e-6 0.36e-6 2e-6 0.50e-6 0.80 0.0568809 25.6116 18152 0.999937 0.00729674
0.22e-6 0.36e-6 2e-6 0.50e-6 0.85 0.0504523 24.7698 14944.9 0.999942 0.0062085
0.22e-6 0.36e-6 2e-6 0.50e-6 0.90 0.0755399 28.3807 34388 0.999955 0.00621089
0.22e-6 0.36e-6 2e-6 0.50e-6 0.95 0.0978873 30.7953 59997 0.999962 0.00612347
0.22e-6 0.36e-6 2e-6 0.50e-6 1.00 0.115207 32.4559 87965.3 0.999967 0.00597043
0.22e-6 0.36e-6 2e-6 0.50e-6 1.05 0.126852 33.6299 115284 0.999971 0.00575291
0.22e-6 0.36e-6 2e-6 0.50e-6 1.10 0.137854 34.7813 150298 0.999974 0.00546826
0.22e-6 0.36e-6 2e-6 0.50e-6 1.15 0.152913 36.1619 206563 0.999978 0.00513409
0.22e-6 0.36e-6 10e-6 0.28e-6 0.55 0.128031 30.6765 58370.1 0.999708 0.0230807
0.22e-6 0.36e-6 10e-6 0.28e-6 0.60 0.122327 30.294 53445.5 0.999708 0.0230654
0.22e-6 0.36e-6 10e-6 0.28e-6 0.65 0.116118 29.8547 48299 0.999707 0.023046
0.22e-6 0.36e-6 10e-6 0.28e-6 0.70 0.109188 29.3373 42868.3 0.999706 0.0230104
0.22e-6 0.36e-6 10e-6 0.28e-6 0.75 0.101286 28.7123 37115.3 0.999705 0.0229458
0.22e-6 0.36e-6 10e-6 0.28e-6 0.80 0.0920906 27.9308 30995.2 0.999705 0.0228391
0.22e-6 0.36e-6 10e-6 0.28e-6 0.85 0.081102 26.8998 24434.4 0.999705 0.0226703
0.22e-6 0.36e-6 10e-6 0.28e-6 0.90 0.0675094 25.4263 17390.1 0.999705 0.0223955
0.22e-6 0.36e-6 10e-6 0.28e-6 0.95 0.0503511 23.1038 10166.3 0.999704 0.0218611
0.22e-6 0.36e-6 10e-6 0.28e-6 1.00 0.0321116 19.6876 4602.6 0.999747 0.0186101
0.22e-6 0.36e-6 10e-6 0.28e-6 1.05 0.038781 21.597 7171.56 0.999777 0.0179455
0.22e-6 0.36e-6 10e-6 0.28e-6 1.10 0.0515847 24.4376 13839.9 0.999807 0.0173464
0.22e-6 0.36e-6 10e-6 0.28e-6 1.15 0.0575776 25.8976 19390 0.999829 0.0165281
0.22e-6 0.36e-6 10e-6 0.36e-6 0.55 0.105767 27.6128 28801.4 0.99957 0.0278582
0.22e-6 0.36e-6 10e-6 0.36e-6 0.60 0.100622 27.2021 26197.7 0.999569 0.0278244
0.22e-6 0.36e-6 10e-6 0.36e-6 0.65 0.0950653 26.7338 23515.2 0.999568 0.0277811
0.22e-6 0.36e-6 10e-6 0.36e-6 0.70 0.0889217 26.1862 20723.5 0.999567 0.0277133
0.22e-6 0.36e-6 10e-6 0.36e-6 0.75 0.08196 25.526 17793.7 0.999566 0.0276026
0.22e-6 0.36e-6 10e-6 0.36e-6 0.80 0.0738585 24.6957 14688.8 0.999566 0.0274256
0.22e-6 0.36e-6 10e-6 0.36e-6 0.85 0.064083 23.5814 11353.3 0.999567 0.0271377
0.22e-6 0.36e-6 10e-6 0.36e-6 0.90 0.0517928 21.9444 7772.36 0.999569 0.0266025
0.22e-6 0.36e-6 10e-6 0.36e-6 0.95 0.0375924 19.6231 4533.72 0.999615 0.0240722
0.22e-6 0.36e-6 10e-6 0.36e-6 1.00 0.0449744 21.5786 7140.85 0.999695 0.0215472
0.22e-6 0.36e-6 10e-6 0.36e-6 1.05 0.0526123 23.3888 10859.4 0.999728 0.0208138
0.22e-6 0.36e-6 10e-6 0.36e-6 1.10 0.0542401 24.2804 13345.9 0.999757 0.0198148
0.22e-6 0.36e-6 10e-6 0.36e-6 1.15 0.0555437 25.2699 16773.6 0.999789 0.0186092
0.22e-6 0.36e-6 10e-6 0.50e-6 0.55 0.0856928 23.7179 11715.8 0.999259 0.0362431
0.22e-6 0.36e-6 10e-6 0.50e-6 0.60 0.0813289 23.2957 10625.8 0.999257 0.0361815
0.22e-6 0.36e-6 10e-6 0.50e-6 0.65 0.076662 22.8202 9518.7 0.999255 0.0361025
0.22e-6 0.36e-6 10e-6 0.50e-6 0.70 0.0715539 22.2705 8381.02 0.999254 0.0359864
0.22e-6 0.36e-6 10e-6 0.50e-6 0.75 0.0658052 21.613 7196.47 0.999254 0.0358058
0.22e-6 0.36e-6 10e-6 0.50e-6 0.80 0.0591265 20.7898 5945.37 0.999255 0.0355171
0.22e-6 0.36e-6 10e-6 0.50e-6 0.85 0.0510606 19.6932 4607.55 0.999259 0.0350121
0.22e-6 0.36e-6 10e-6 0.50e-6 0.90 0.0415438 18.2592 3297.87 0.999288 0.0336777
0.22e-6 0.36e-6 10e-6 0.50e-6 0.95 0.0475127 19.8967 4831.48 0.999491 0.0281392
0.22e-6 0.36e-6 10e-6 0.50e-6 1.00 0.0517931 21.0932 6379.96 0.999533 0.0273453
0.22e-6 0.36e-6 10e-6 0.50e-6 1.05 0.0516455 21.7213 7380.61 0.999576 0.0261924
0.22e-6 0.36e-6 10e-6 0.50e-6 1.10 0.0513671 22.5649 8973.88 0.999629 0.0247116
0.22e-6 0.36e-6 10e-6 0.50e-6 1.15 0.0530185 23.9396 12334.3 0.999686 0.0230104
0.22e-6 0.36e-6 20e-6 0.28e-6 0.55 0.119392 27.7104 29447.2 0.998905 0.0457832
0.22e-6 0.36e-6 20e-6 0.28e-6 0.60 0.114061 27.3344 27001.2 0.998906 0.0457219
0.22e-6 0.36e-6 20e-6 0.28e-6 0.65 0.108326 26.9094 24479 0.998907 0.0456469
0.22e-6 0.36e-6 20e-6 0.28e-6 0.70 0.102073 26.4215 21872.8 0.998909 0.0455424
0.22e-6 0.36e-6 20e-6 0.28e-6 0.75 0.0951522 25.8512 19174.9 0.998912 0.0453896
0.22e-6 0.36e-6 20e-6 0.28e-6 0.80 0.0873752 25.1674 16374.4 0.998918 0.0451662
0.22e-6 0.36e-6 20e-6 0.28e-6 0.85 0.0784729 24.3176 13455.6 0.998927 0.0448382
0.22e-6 0.36e-6 20e-6 0.28e-6 0.90 0.0680261 23.2042 10401.4 0.998941 0.044344
0.22e-6 0.36e-6 20e-6 0.28e-6 0.95 0.0553775 21.6268 7218.56 0.998963 0.0435502
0.22e-6 0.36e-6 20e-6 0.28e-6 1.00 0.0400894 19.2361 4141.7 0.99901 0.0419159
0.22e-6 0.36e-6 20e-6 0.28e-6 1.05 0.0320519 17.9439 3063.31 0.999256 0.0353187
0.22e-6 0.36e-6 20e-6 0.28e-6 1.10 0.0385399 19.9829 4928.9 0.999331 0.0340376
0.22e-6 0.36e-6 20e-6 0.28e-6 1.15 0.0398231 20.915 6121 0.9994 0.032413
0.22e-6 0.36e-6 20e-6 0.36e-6 0.55 0.100681 24.6477 14518.3 0.99839 0.0552917
0.22e-6 0.36e-6 20e-6 0.36e-6 0.60 0.0957437 24.2399 13212.7 0.998392 0.0551939
0.22e-6 0.36e-6 20e-6 0.36e-6 0.65 0.090438 23.7786 11876.2 0.998395 0.055072
0.22e-6 0.36e-6 20e-6 0.36e-6 0.70 0.0846612 23.2481 10504.8 0.998399 0.0549051
0.22e-6 0.36e-6 20e-6 0.36e-6 0.75 0.0782716 22.6248 9093.71 0.998406 0.0546651
0.22e-6 0.36e-6 20e-6 0.36e-6 0.80 0.07108 21.871 7636.98 0.998417 0.0543138
0.22e-6 0.36e-6 20e-6 0.36e-6 0.85 0.0628112 20.9217 6127.66 0.998434 0.0537871
0.22e-6 0.36e-6 20e-6 0.36e-6 0.90 0.0530268 19.6508 4560.53 0.998463 0.0529535
0.22e-6 0.36e-6 20e-6 0.36e-6 0.95 0.0412573 17.8412 2989.51 0.998521 0.0513757
0.22e-6 0.36e-6 20e-6 0.36e-6 1.00 0.0366673 17.5305 2780.24 0.998937 0.04269
0.22e-6 0.36e-6 20e-6 0.36e-6 1.05 0.0402037 18.8542 3788.88 0.999038 0.0409629
0.22e-6 0.36e-6 20e-6 0.36e-6 1.10 0.0384856 19.232 4137.97 0.999133 0.0389713
0.22e-6 0.36e-6 20e-6 0.36e-6 1.15 0.0367956 19.824 4749.86 0.999242 0.0365669
0.22e-6 0.36e-6 20e-6 0.50e-6 0.55 0.0831696 20.7626 5902.05 0.997246 0.0719494
0.22e-6 0.36e-6 20e-6 0.50e-6 0.60 0.0788727 20.3394 5349.5 0.997249 0.0717971
0.22e-6 0.36e-6 20e-6 0.50e-6 0.65 0.0742723 19.8627 4788.23 0.997254 0.071606
0.22e-6 0.36e-6 20e-6 0.50e-6 0.70 0.0692794 19.316 4216.03 0.997262 0.0713472
0.22e-6 0.36e-6 20e-6 0.50e-6 0.75 0.0637664 18.6742 3630.01 0.997275 0.0709791
0.22e-6 0.36e-6 20e-6 0.50e-6 0.80 0.0575581 17.8971 3027.11 0.997297 0.0704381
0.22e-6 0.36e-6 20e-6 0.50e-6 0.85 0.0503932 16.9147 2404.29 0.997333 0.0696045
0.22e-6 0.36e-6 20e-6 0.50e-6 0.90 0.0419064 15.6063 1765.96 0.997401 0.0681623
0.22e-6 0.36e-6 20e-6 0.50e-6 0.95 0.0340464 14.4131 1329.94 0.997706 0.0631975
0.22e-6 0.36e-6 20e-6 0.50e-6 1.00 0.0412746 16.6324 2250.91 0.998331 0.0539712
0.22e-6 0.36e-6 20e-6 0.50e-6 1.05 0.0386032 16.7823 2331.84 0.998473 0.0516756
0.22e-6 0.36e-6 20e-6 0.50e-6 1.10 0.0359924 17.1906 2566.86 0.998651 0.048725
0.22e-6 0.36e-6 20e-6 0.50e-6 1.15 0.0353119 18.3216 3345.53 0.99885 0.0453365
0.22e-6 0.36e-6 30e-6 0.28e-6 0.55 0.116343 25.9775 19729.2 0.997591 0.0683811
0.22e-6 0.36e-6 30e-6 0.28e-6 0.60 0.111132 25.6034 18096.8 0.997596 0.0682742
0.22e-6 0.36e-6 30e-6 0.28e-6 0.65 0.10553 25.1814 16416.6 0.997601 0.0681441
0.22e-6 0.36e-6 30e-6 0.28e-6 0.70 0.0994462 24.6993 14686.5 0.997609 0.0679713
0.22e-6 0.36e-6 30e-6 0.28e-6 0.75 0.0927584 24.1393 12903.9 0.997621 0.0677312
0.22e-6 0.36e-6 30e-6 0.28e-6 0.80 0.0853125 23.4746 11065.8 0.997638 0.0673919
0.22e-6 0.36e-6 30e-6 0.28e-6 0.85 0.0769044 22.6624 9169.86 0.997663 0.0669047
0.22e-6 0.36e-6 30e-6 0.28e-6 0.90 0.0672456 21.629 7217.68 0.9977 0.0661859
0.22e-6 0.36e-6 30e-6 0.28e-6 0.95 0.0559095 20.2348 5222.19 0.997757 0.0650768
0.22e-6 0.36e-6 30e-6 0.28e-6 1.00 0.0424484 18.2205 3265.8 0.997855 0.0631372
0.22e-6 0.36e-6 30e-6 0.28e-6 1.05 0.0324287 16.6719 2271.94 0.9984 0.0535607
0.22e-6 0.36e-6 30e-6 0.28e-6 1.10 0.0339816 17.592 2820.06 0.998577 0.0506558
0.22e-6 0.36e-6 30e-6 0.28e-6 1.15 0.0334616 18.1709 3229.5 0.998716 0.048246
0.22e-6 0.36e-6 30e-6 0.36e-6 0.55 0.0989156 22.9205 9728.6 0.996469 0.0825611
0.22e-6 0.36e-6 30e-6 0.36e-6 0.60 0.0940449 22.5137 8854.42 0.996477 0.0824
0.22e-6 0.36e-6 30e-6 0.36e-6 0.65 0.0888096 22.0539 7959.94 0.996487 0.0822006
0.22e-6 0.36e-6 30e-6 0.36e-6 0.70 0.0831232 21.5265 7044.06 0.996502 0.0819357
0.22e-6 0.36e-6 30e-6 0.36e-6 0.75 0.0768673 20.9101 6105.47 0.996523 0.0815678
0.22e-6 0.36e-6 30e-6 0.36e-6 0.80 0.0698881 20.1718 5143.26 0.996554 0.0810433
0.22e-6 0.36e-6 30e-6 0.36e-6 0.85 0.0619789 19.258 4158.02 0.996601 0.0802746
0.22e-6 0.36e-6 30e-6 0.36e-6 0.90 0.0528396 18.0731 3153.36 0.996674 0.0791016
0.22e-6 0.36e-6 30e-6 0.36e-6 0.95 0.042082 16.441 2150.06 0.996795 0.0771412
0.22e-6 0.36e-6 30e-6 0.36e-6 1.00 0.0315292 14.6837 1418.28 0.997211 0.0711316
0.22e-6 0.36e-6 30e-6 0.36e-6 1.05 0.0357469 16.4183 2139.8 0.997944 0.0610257
0.22e-6 0.36e-6 30e-6 0.36e-6 1.10 0.0326939 16.4592 2160.71 0.998139 0.0580545
0.22e-6 0.36e-6 30e-6 0.36e-6 1.15 0.0297848 16.7245 2300.22 0.998367 0.0544614
0.22e-6 0.36e-6 30e-6 0.50e-6 0.55 0.0823077 19.051 3957.03 0.993982 0.107344
0.22e-6 0.36e-6 30e-6 0.50e-6 0.60 0.0780319 18.6284 3585.58 0.993997 0.107103
0.22e-6 0.36e-6 30e-6 0.50e-6 0.65 0.0734477 18.1519 3207.86 0.994016 0.106801
0.22e-6 0.36e-6 30e-6 0.50e-6 0.70 0.0684782 17.6061 2823.17 0.994043 0.106402
0.22e-6 0.36e-6 30e-6 0.50e-6 0.75 0.0630157 16.968 2430.66 0.994083 0.105849
0.22e-6 0.36e-6 30e-6 0.50e-6 0.80 0.0569176 16.2023 2029.8 0.994143 0.105056
0.22e-6 0.36e-6 30e-6 0.50e-6 0.85 0.0499848 15.2509 1620.78 0.994235 0.103873
0.22e-6 0.36e-6 30e-6 0.50e-6 0.90 0.0419307 14.0116 1206.14 0.994386 0.10198
0.22e-6 0.36e-6 30e-6 0.50e-6 0.95 0.0328058 12.4234 821.612 0.994716 0.0981006
0.22e-6 0.36e-6 30e-6 0.50e-6 1.00 0.037432 14.2692 1284.16 0.996423 0.0804425
0.22e-6 0.36e-6 30e-6 0.50e-6 1.05 0.0336696 14.1193 1239.06 0.996716 0.0770183
0.22e-6 0.36e-6 30e-6 0.50e-6 1.10 0.0300214 14.1959 1262.24 0.997086 0.0726144
0.22e-6 0.36e-6 30e-6 0.50e-6 1.15 0.0284279 15.0943 1564.06 0.997506 0.0675582
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.55 0.248064 41.3675 685000 0.999994 0.00186462
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.60 0.230352 40.6943 586628 0.999994 0.00189673
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.65 0.201857 39.4947 445029 0.999993 0.00193919
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.70 0.161714 37.4998 281104 0.999991 0.00198277
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.75 0.12129 34.9361 155755 0.999989 0.00201636
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.80 0.0872786 32.0363 79859.2 0.999985 0.00203046
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.85 0.0584799 28.5601 35840.6 0.999979 0.00198791
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.90 0.044377 26.1745 20671.5 0.999974 0.0018342
0.22e-6 0.50e-6 0.66e-6 0.28e-6 0.95 0.0715875 30.2775 53249.2 0.999983 0.00193961
0.22e-6 0.50e-6 0.66e-6 0.28e-6 1.00 0.106084 33.6785 116583 0.999988 0.00195262
0.22e-6 0.50e-6 0.66e-6 0.28e-6 1.05 0.154375 36.9537 247887 0.999991 0.00193735
0.22e-6 0.50e-6 0.66e-6 0.28e-6 1.10 0.207823 39.5733 453159 0.999993 0.0019076
0.22e-6 0.50e-6 0.66e-6 0.28e-6 1.15 0.244977 41.0548 637411 0.999994 0.001864
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.55 0.183732 38.4292 348198 0.999992 0.00218152
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.60 0.171934 37.8279 303173 0.999991 0.00221243
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.65 0.154149 36.8341 241153 0.99999 0.00225319
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.70 0.127828 35.1496 163604 0.999988 0.00229388
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.75 0.0980829 32.8 95223.5 0.999985 0.0023206
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.80 0.0696892 29.8227 47950.2 0.999981 0.00230317
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.85 0.0502709 27.0142 25091.6 0.999975 0.00207057
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.90 0.0841954 31.4488 69749.8 0.999984 0.00217682
0.22e-6 0.50e-6 0.66e-6 0.36e-6 0.95 0.121458 34.6255 145000 0.999988 0.00219107
0.22e-6 0.50e-6 0.66e-6 0.36e-6 1.00 0.163116 37.2205 263594 0.999991 0.00217247
0.22e-6 0.50e-6 0.66e-6 0.36e-6 1.05 0.198805 39.0001 397121 0.999992 0.00213609
0.22e-6 0.50e-6 0.66e-6 0.36e-6 1.10 0.223022 40.0826 509546 0.999993 0.00208223
0.22e-6 0.50e-6 0.66e-6 0.36e-6 1.15 0.243837 40.9577 623315 0.999993 0.00201171
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.55 0.128466 34.6676 146414 0.999986 0.00273818
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.60 0.121586 34.1737 130668 0.999985 0.00276719
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.65 0.112336 33.4546 110722 0.999984 0.00280509
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.70 0.0980307 32.2338 83577.7 0.999982 0.00284005
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.75 0.0790216 30.3483 54125.1 0.999979 0.00284681
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.80 0.0570908 27.5716 28534.2 0.999974 0.00251218
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.85 0.0881221 31.3289 67847.7 0.999982 0.00258788
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.90 0.120924 34.0804 127891 0.999986 0.00261932
0.22e-6 0.50e-6 0.66e-6 0.50e-6 0.95 0.150437 36.0283 200307 0.999988 0.0026042
0.22e-6 0.50e-6 0.66e-6 0.50e-6 1.00 0.173867 37.3779 273325 0.999989 0.0025649
0.22e-6 0.50e-6 0.66e-6 0.50e-6 1.05 0.191699 38.3572 342476 0.99999 0.00250323
0.22e-6 0.50e-6 0.66e-6 0.50e-6 1.10 0.208819 39.2672 422318 0.999991 0.002418
0.22e-6 0.50e-6 0.66e-6 0.50e-6 1.15 0.22967 40.2794 533171 0.999992 0.00231298
0.22e-6 0.50e-6 2e-6 0.28e-6 0.55 0.177085 37.2783 267124 0.99998 0.00492286
0.22e-6 0.50e-6 2e-6 0.28e-6 0.60 0.168558 36.8339 241139 0.99998 0.00494883
0.22e-6 0.50e-6 2e-6 0.28e-6 0.65 0.158485 36.2664 211595 0.999979 0.00498388
0.22e-6 0.50e-6 2e-6 0.28e-6 0.70 0.145434 35.4761 176381 0.999978 0.00501834
0.22e-6 0.50e-6 2e-6 0.28e-6 0.75 0.128564 34.3655 136571 0.999976 0.00504071
0.22e-6 0.50e-6 2e-6 0.28e-6 0.80 0.108084 32.8386 96072.4 0.999974 0.00504302
0.22e-6 0.50e-6 2e-6 0.28e-6 0.85 0.0845617 30.7186 58947.2 0.999971 0.00501618
0.22e-6 0.50e-6 2e-6 0.28e-6 0.90 0.0587035 27.6163 28830.3 0.999965 0.00491334
0.22e-6 0.50e-6 2e-6 0.28e-6 0.95 0.0361232 23.5439 11257.4 0.999954 0.0043027
0.22e-6 0.50e-6 2e-6 0.28e-6 1.00 0.052197 26.7634 23680.6 0.999965 0.00432013
0.22e-6 0.50e-6 2e-6 0.28e-6 1.05 0.0797468 30.5046 56109.9 0.999975 0.00427018
0.22e-6 0.50e-6 2e-6 0.28e-6 1.10 0.112791 33.6342 115398 0.99998 0.00416047
0.22e-6 0.50e-6 2e-6 0.28e-6 1.15 0.135859 35.4104 173733 0.999983 0.00400841
0.22e-6 0.50e-6 2e-6 0.36e-6 0.55 0.13564 34.2284 132327 0.999971 0.00588173
0.22e-6 0.50e-6 2e-6 0.36e-6 0.60 0.128865 33.7768 119251 0.99997 0.00590402
0.22e-6 0.50e-6 2e-6 0.36e-6 0.65 0.121242 33.2279 105087 0.999969 0.00593425
0.22e-6 0.50e-6 2e-6 0.36e-6 0.70 0.111823 32.4991 88844.2 0.999968 0.00596188
0.22e-6 0.50e-6 2e-6 0.36e-6 0.75 0.0996734 31.4823 70289.6 0.999966 0.00597347
0.22e-6 0.50e-6 2e-6 0.36e-6 0.80 0.0841708 30.0243 50230.1 0.999963 0.00595519
0.22e-6 0.50e-6 2e-6 0.36e-6 0.85 0.0647935 27.8193 30212.1 0.999958 0.00586737
0.22e-6 0.50e-6 2e-6 0.36e-6 0.90 0.0424318 24.337 13522.7 0.999951 0.00505324
0.22e-6 0.50e-6 2e-6 0.36e-6 0.95 0.0618078 27.6595 29119 0.999963 0.00505114
0.22e-6 0.50e-6 2e-6 0.36e-6 1.00 0.087117 30.7461 59321.4 0.999971 0.00498404
0.22e-6 0.50e-6 2e-6 0.36e-6 1.05 0.108813 32.8544 96423.6 0.999975 0.00484988
0.22e-6 0.50e-6 2e-6 0.36e-6 1.10 0.12223 34.1007 128489 0.999978 0.00466318
0.22e-6 0.50e-6 2e-6 0.36e-6 1.15 0.134353 35.1974 165415 0.999981 0.00443118
0.22e-6 0.50e-6 2e-6 0.50e-6 0.55 0.100531 30.3408 54031.3 0.99995 0.00756613
0.22e-6 0.50e-6 2e-6 0.50e-6 0.60 0.0955137 29.9023 48837 0.999949 0.00758281
0.22e-6 0.50e-6 2e-6 0.50e-6 0.65 0.0901635 29.401 43507.8 0.999947 0.00760558
0.22e-6 0.50e-6 2e-6 0.50e-6 0.70 0.0839281 28.7776 37683 0.999945 0.00762226
0.22e-6 0.50e-6 2e-6 0.50e-6 0.75 0.0760212 27.934 31021.6 0.999943 0.0076148
0.22e-6 0.50e-6 2e-6 0.50e-6 0.80 0.0655351 26.7072 23375.1 0.999939 0.00754961
0.22e-6 0.50e-6 2e-6 0.50e-6 0.85 0.0520678 24.8997 15400.3 0.999936 0.00714412
0.22e-6 0.50e-6 2e-6 0.50e-6 0.90 0.0646136 26.928 24597.3 0.99995 0.00634456
0.22e-6 0.50e-6 2e-6 0.50e-6 0.95 0.0832161 29.2624 42140.1 0.999957 0.00629547
0.22e-6 0.50e-6 2e-6 0.50e-6 1.00 0.0964515 30.7743 59707.9 0.999962 0.00614814
0.22e-6 0.50e-6 2e-6 0.50e-6 1.05 0.104933 31.829 76134.9 0.999967 0.00593256
0.22e-6 0.50e-6 2e-6 0.50e-6 1.10 0.113248 32.9026 97499.9 0.999971 0.00564895
0.22e-6 0.50e-6 2e-6 0.50e-6 1.15 0.125063 34.2236 132178 0.999975 0.00531547
0.22e-6 0.50e-6 10e-6 0.28e-6 0.55 0.127969 30.6716 58304.8 0.999707 0.0231456
0.22e-6 0.50e-6 10e-6 0.28e-6 0.60 0.122254 30.2861 53347.8 0.999706 0.0231341
0.22e-6 0.50e-6 10e-6 0.28e-6 0.65 0.116153 29.849 48234.8 0.999705 0.0231238
0.22e-6 0.50e-6 10e-6 0.28e-6 0.70 0.109541 29.3467 42961.5 0.999704 0.023102
0.22e-6 0.50e-6 10e-6 0.28e-6 0.75 0.102192 28.7582 37510.6 0.999703 0.0230522
0.22e-6 0.50e-6 10e-6 0.28e-6 0.80 0.0938191 28.048 31844.1 0.999702 0.0229595
0.22e-6 0.50e-6 10e-6 0.28e-6 0.85 0.0840437 27.1517 25896.8 0.999703 0.022806
0.22e-6 0.50e-6 10e-6 0.28e-6 0.90 0.0722732 25.9425 19590.9 0.999703 0.0225596
0.22e-6 0.50e-6 10e-6 0.28e-6 0.95 0.0575863 24.1484 12944.4 0.999704 0.0221382
0.22e-6 0.50e-6 10e-6 0.28e-6 1.00 0.0397091 21.312 6712.74 0.999711 0.0210267
0.22e-6 0.50e-6 10e-6 0.28e-6 1.05 0.0360595 20.8925 6090.28 0.999769 0.0180465
0.22e-6 0.50e-6 10e-6 0.28e-6 1.10 0.0466868 23.4679 11060.4 0.999798 0.0175203
0.22e-6 0.50e-6 10e-6 0.28e-6 1.15 0.05047 24.6304 14470.5 0.99982 0.0167075
0.22e-6 0.50e-6 10e-6 0.36e-6 0.55 0.105699 27.6068 28761.2 0.999568 0.0279231
0.22e-6 0.50e-6 10e-6 0.36e-6 0.60 0.100513 27.1907 26129.1 0.999567 0.0278933
0.22e-6 0.50e-6 10e-6 0.36e-6 0.65 0.0949783 26.7198 23438.8 0.999565 0.0278594
0.22e-6 0.50e-6 10e-6 0.36e-6 0.70 0.0889895 26.1789 20688.3 0.999564 0.0278061
0.22e-6 0.50e-6 10e-6 0.36e-6 0.75 0.0823557 25.5434 17865.2 0.999563 0.0277123
0.22e-6 0.50e-6 10e-6 0.36e-6 0.80 0.0748159 24.771 14946.5 0.999563 0.0275543
0.22e-6 0.50e-6 10e-6 0.36e-6 0.85 0.0659925 23.783 11895.2 0.999564 0.0272974
0.22e-6 0.50e-6 10e-6 0.36e-6 0.90 0.0552818 22.4196 8676.77 0.999566 0.0268646
0.22e-6 0.50e-6 10e-6 0.36e-6 0.95 0.042183 20.423 5460.64 0.999576 0.0258994
