N_W_m N_L_m P_W_m P_L_m VCM NFmin_dB NF_dB Rn SOpt_real SOpt_imag
1e-6 0.50e-6 30e-6 0.50e-6 0.65 0.0730935 18.1 3168.94 0.993867 0.108161
1e-6 0.50e-6 30e-6 0.50e-6 0.70 0.0681755 17.5464 2783.76 0.993876 0.107928
1e-6 0.50e-6 30e-6 0.50e-6 0.75 0.0628347 16.9046 2394.5 0.993895 0.107564
1e-6 0.50e-6 30e-6 0.50e-6 0.80 0.056848 16.1349 1997.61 0.993938 0.10693
1e-6 0.50e-6 30e-6 0.50e-6 0.85 0.0498633 15.1625 1586.93 0.994023 0.105814
1e-6 0.50e-6 30e-6 0.50e-6 0.90 0.0413755 13.8482 1159.68 0.9942 0.103677
1e-6 0.50e-6 30e-6 0.50e-6 0.95 0.0380466 13.6974 1119.18 0.995609 0.08934
1e-6 0.50e-6 30e-6 0.50e-6 1.00 0.0431461 15.3012 1641.85 0.99623 0.0831922
1e-6 0.50e-6 30e-6 0.50e-6 1.05 0.0419778 15.7669 1833.56 0.996542 0.0798598
1e-6 0.50e-6 30e-6 0.50e-6 1.10 0.0406229 16.4734 2166.68 0.99693 0.0754902
1e-6 0.50e-6 30e-6 0.50e-6 1.15 0.0407337 17.7654 2935.2 0.997355 0.0704526
5e-6 0.28e-6 0.66e-6 0.28e-6 0.55 0.0512821 26.1462 20536.6 0.999935 0.00855449
5e-6 0.28e-6 0.66e-6 0.28e-6 0.60 0.031739 21.7371 7408.82 0.999911 0.00890917
5e-6 0.28e-6 0.66e-6 0.28e-6 0.65 0.024099 19.1595 4070.15 0.99989 0.00913367
5e-6 0.28e-6 0.66e-6 0.28e-6 0.70 0.0356297 22.271 8384.53 0.999896 0.0105163
5e-6 0.28e-6 0.66e-6 0.28e-6 0.75 0.0684041 27.5572 28438.8 0.999909 0.0112252
5e-6 0.28e-6 0.66e-6 0.28e-6 0.80 0.104456 31.0258 63268.9 0.999914 0.0115827
5e-6 0.28e-6 0.66e-6 0.28e-6 0.85 0.138311 33.3262 107492 0.999915 0.0118333
5e-6 0.28e-6 0.66e-6 0.28e-6 0.90 0.167507 34.8932 154217 0.999915 0.0120142
5e-6 0.28e-6 0.66e-6 0.28e-6 0.95 0.191805 36.0026 199117 0.999915 0.0121425
5e-6 0.28e-6 0.66e-6 0.28e-6 1.00 0.211709 36.8163 240155 0.999915 0.0122289
5e-6 0.28e-6 0.66e-6 0.28e-6 1.05 0.227733 37.4246 276268 0.999915 0.0122818
5e-6 0.28e-6 0.66e-6 0.28e-6 1.10 0.240666 37.8946 307856 0.999915 0.0123054
5e-6 0.28e-6 0.66e-6 0.28e-6 1.15 0.251699 38.2875 337008 0.999916 0.0123028
5e-6 0.28e-6 0.66e-6 0.36e-6 0.55 0.0469233 25.1504 16318.2 0.999928 0.00886291
5e-6 0.28e-6 0.66e-6 0.36e-6 0.60 0.0302821 21.1509 6467.01 0.999905 0.00912198
5e-6 0.28e-6 0.66e-6 0.36e-6 0.65 0.0298362 20.8168 5984.44 0.999897 0.00957924
5e-6 0.28e-6 0.66e-6 0.36e-6 0.70 0.0597332 26.4503 22029.5 0.999908 0.0110375
5e-6 0.28e-6 0.66e-6 0.36e-6 0.75 0.0981484 30.4923 55950.1 0.999914 0.0115146
5e-6 0.28e-6 0.66e-6 0.36e-6 0.80 0.132775 32.9471 98502.3 0.999914 0.0118411
5e-6 0.28e-6 0.66e-6 0.36e-6 0.85 0.160889 34.4967 140757 0.999914 0.0120803
5e-6 0.28e-6 0.66e-6 0.36e-6 0.90 0.18337 35.5506 179428 0.999913 0.0122526
5e-6 0.28e-6 0.66e-6 0.36e-6 0.95 0.201648 36.323 214366 0.999913 0.0123712
5e-6 0.28e-6 0.66e-6 0.36e-6 1.00 0.216781 36.9244 246208 0.999912 0.0124445
5e-6 0.28e-6 0.66e-6 0.36e-6 1.05 0.22962 37.4192 275925 0.999913 0.0124793
5e-6 0.28e-6 0.66e-6 0.36e-6 1.10 0.241007 37.8538 304973 0.999913 0.0124795
5e-6 0.28e-6 0.66e-6 0.36e-6 1.15 0.251625 38.2563 334594 0.999914 0.0124502
5e-6 0.28e-6 0.66e-6 0.50e-6 0.55 0.0439969 24.1348 12905 0.999917 0.0093952
5e-6 0.28e-6 0.66e-6 0.50e-6 0.60 0.0329633 21.4706 6964.82 0.999901 0.00942324
5e-6 0.28e-6 0.66e-6 0.50e-6 0.65 0.0471923 24.3432 13541.9 0.999902 0.0108041
5e-6 0.28e-6 0.66e-6 0.50e-6 0.70 0.085354 29.1217 40793.5 0.999909 0.0115477
5e-6 0.28e-6 0.66e-6 0.50e-6 0.75 0.120845 31.9427 78153.6 0.999911 0.011969
5e-6 0.28e-6 0.66e-6 0.50e-6 0.80 0.149063 33.63 115284 0.99991 0.0122812
5e-6 0.28e-6 0.66e-6 0.50e-6 0.85 0.171438 34.7513 149258 0.999908 0.0125116
5e-6 0.28e-6 0.66e-6 0.50e-6 0.90 0.189793 35.5765 180503 0.999908 0.0126745
5e-6 0.28e-6 0.66e-6 0.50e-6 0.95 0.20529 36.2323 209931 0.999907 0.0127805
5e-6 0.28e-6 0.66e-6 0.50e-6 1.00 0.218633 36.7852 238443 0.999907 0.0128356
5e-6 0.28e-6 0.66e-6 0.50e-6 1.05 0.230401 37.2762 266985 0.999908 0.0128457
5e-6 0.28e-6 0.66e-6 0.50e-6 1.10 0.241133 37.7322 296552 0.999909 0.0128147
5e-6 0.28e-6 0.66e-6 0.50e-6 1.15 0.251335 38.1661 327711 0.99991 0.0127511
5e-6 0.28e-6 2e-6 0.28e-6 0.55 0.074845 28.5768 35977.8 0.999909 0.0116141
5e-6 0.28e-6 2e-6 0.28e-6 0.60 0.0448551 23.9204 12280.8 0.999886 0.0119845
5e-6 0.28e-6 2e-6 0.28e-6 0.65 0.0278733 19.6421 4554.31 0.999854 0.0122543
5e-6 0.28e-6 2e-6 0.28e-6 0.70 0.0192919 16.3841 2124.53 0.999824 0.0119724
5e-6 0.28e-6 2e-6 0.28e-6 0.75 0.0247465 18.3597 3377.06 0.99983 0.0131027
5e-6 0.28e-6 2e-6 0.28e-6 0.80 0.0470822 23.6402 11510.2 0.999855 0.0139926
5e-6 0.28e-6 2e-6 0.28e-6 0.85 0.0742205 27.4371 27661.2 0.999867 0.0142915
5e-6 0.28e-6 2e-6 0.28e-6 0.90 0.105555 30.4099 54896.3 0.999873 0.0144681
5e-6 0.28e-6 2e-6 0.28e-6 0.95 0.139954 32.8145 95536.8 0.999877 0.0145735
5e-6 0.28e-6 2e-6 0.28e-6 1.00 0.173982 34.6917 147219 0.99988 0.0146201
5e-6 0.28e-6 2e-6 0.28e-6 1.05 0.201492 35.9814 198144 0.999881 0.0146143
5e-6 0.28e-6 2e-6 0.28e-6 1.10 0.219516 36.767 237438 0.999883 0.0145556
5e-6 0.28e-6 2e-6 0.28e-6 1.15 0.231683 37.3001 268456 0.999886 0.0144442
5e-6 0.28e-6 2e-6 0.36e-6 0.55 0.0663381 26.9681 24825.2 0.99989 0.0125677
5e-6 0.28e-6 2e-6 0.36e-6 0.60 0.041507 22.7338 9332.83 0.999865 0.0129161
5e-6 0.28e-6 2e-6 0.36e-6 0.65 0.0261433 18.6589 3621.5 0.999833 0.0129577
5e-6 0.28e-6 2e-6 0.36e-6 0.70 0.0238082 17.744 2924.07 0.999823 0.0129404
5e-6 0.28e-6 2e-6 0.36e-6 0.75 0.046767 23.326 10703.3 0.999846 0.014391
5e-6 0.28e-6 2e-6 0.36e-6 0.80 0.0787525 27.6677 29172.4 0.999859 0.0147999
5e-6 0.28e-6 2e-6 0.36e-6 0.85 0.113122 30.72 58962.6 0.999865 0.0150349
5e-6 0.28e-6 2e-6 0.36e-6 0.90 0.146123 32.8992 97418.8 0.999868 0.0151796
5e-6 0.28e-6 2e-6 0.36e-6 0.95 0.174298 34.4255 138465 0.999869 0.015252
5e-6 0.28e-6 2e-6 0.36e-6 1.00 0.195403 35.452 175398 0.999871 0.0152545
5e-6 0.28e-6 2e-6 0.36e-6 1.05 0.210084 36.1529 206127 0.999873 0.0151894
5e-6 0.28e-6 2e-6 0.36e-6 1.10 0.221352 36.7135 234532 0.999876 0.0150567
5e-6 0.28e-6 2e-6 0.36e-6 1.15 0.231745 37.2407 264810 0.999879 0.0148661
5e-6 0.28e-6 2e-6 0.50e-6 0.55 0.0597424 25.0278 15862.2 0.999855 0.01424
5e-6 0.28e-6 2e-6 0.50e-6 0.60 0.0402333 21.5142 7035.51 0.999829 0.0145209
5e-6 0.28e-6 2e-6 0.50e-6 0.65 0.0282459 18.4396 3440.69 0.999811 0.0137624
5e-6 0.28e-6 2e-6 0.50e-6 0.70 0.0421145 21.7607 7449.19 0.99982 0.0151335
5e-6 0.28e-6 2e-6 0.50e-6 0.75 0.0775089 26.846 24134.6 0.999838 0.0158062
5e-6 0.28e-6 2e-6 0.50e-6 0.80 0.113443 30.0647 50697.2 0.999844 0.0161249
5e-6 0.28e-6 2e-6 0.50e-6 0.85 0.144423 32.1285 81568.1 0.999846 0.0163268
5e-6 0.28e-6 2e-6 0.50e-6 0.90 0.168957 33.5022 111936 0.999847 0.0164399
5e-6 0.28e-6 2e-6 0.50e-6 0.95 0.187513 34.4649 139727 0.999849 0.0164707
5e-6 0.28e-6 2e-6 0.50e-6 1.00 0.201299 35.1942 165283 0.999851 0.0164141
5e-6 0.28e-6 2e-6 0.50e-6 1.05 0.212062 35.8172 190787 0.999855 0.0162699
5e-6 0.28e-6 2e-6 0.50e-6 1.10 0.221518 36.4169 219043 0.99986 0.0160408
5e-6 0.28e-6 2e-6 0.50e-6 1.15 0.230957 37.0203 251701 0.999865 0.015749
5e-6 0.28e-6 10e-6 0.28e-6 0.55 0.108631 28.698 36989.9 0.999522 0.029819
5e-6 0.28e-6 10e-6 0.28e-6 0.60 0.0866337 26.6387 23003.5 0.999502 0.0301565
5e-6 0.28e-6 10e-6 0.28e-6 0.65 0.060134 23.3972 10879.3 0.999473 0.0304292
5e-6 0.28e-6 10e-6 0.28e-6 0.70 0.0403759 19.9182 4855.57 0.999437 0.0305784
5e-6 0.28e-6 10e-6 0.28e-6 0.75 0.0271042 16.5426 2204.91 0.999398 0.0303572
5e-6 0.28e-6 10e-6 0.28e-6 0.80 0.0174617 12.9583 937.922 0.999404 0.0276209
5e-6 0.28e-6 10e-6 0.28e-6 0.85 0.0209166 14.477 1351.48 0.999421 0.028308
5e-6 0.28e-6 10e-6 0.28e-6 0.90 0.0347325 18.7343 3685.14 0.99947 0.0290365
5e-6 0.28e-6 10e-6 0.28e-6 0.95 0.0533272 22.4536 8745.03 0.999508 0.0290459
5e-6 0.28e-6 10e-6 0.28e-6 1.00 0.080862 26.1534 20566.5 0.999539 0.0288486
5e-6 0.28e-6 10e-6 0.28e-6 1.05 0.11755 29.5629 45153.8 0.999564 0.0284765
5e-6 0.28e-6 10e-6 0.28e-6 1.10 0.148423 31.8281 76103.8 0.999588 0.0279057
5e-6 0.28e-6 10e-6 0.28e-6 1.15 0.164052 33.0119 99967.4 0.999613 0.0271266
5e-6 0.28e-6 10e-6 0.36e-6 0.55 0.0929691 26.0891 20262 0.999349 0.0345877
5e-6 0.28e-6 10e-6 0.36e-6 0.60 0.0772601 24.4263 13800.5 0.999326 0.0348988
5e-6 0.28e-6 10e-6 0.36e-6 0.65 0.0559088 21.5943 7165.59 0.999293 0.0351177
5e-6 0.28e-6 10e-6 0.36e-6 0.70 0.0379433 18.2834 3316.5 0.999253 0.0350842
5e-6 0.28e-6 10e-6 0.36e-6 0.75 0.0243875 14.6833 1419.54 0.999251 0.0331857
5e-6 0.28e-6 10e-6 0.36e-6 0.80 0.0238711 14.558 1377.8 0.999304 0.031503
5e-6 0.28e-6 10e-6 0.36e-6 0.85 0.0426791 19.4914 4396.28 0.999357 0.0325975
5e-6 0.28e-6 10e-6 0.36e-6 0.90 0.0662156 23.3349 10723.3 0.999396 0.0326274
5e-6 0.28e-6 10e-6 0.36e-6 0.95 0.095831 26.668 23159.1 0.999427 0.0324202
5e-6 0.28e-6 10e-6 0.36e-6 1.00 0.126489 29.2954 42450.8 0.999454 0.0319863
5e-6 0.28e-6 10e-6 0.36e-6 1.05 0.14715 30.9285 61853.4 0.999482 0.0313074
5e-6 0.28e-6 10e-6 0.36e-6 1.10 0.157786 31.9627 78498.6 0.999516 0.0303641
5e-6 0.28e-6 10e-6 0.36e-6 1.15 0.165642 32.8948 97304.3 0.999554 0.0292019
5e-6 0.28e-6 10e-6 0.50e-6 0.55 0.0786917 22.7272 9314.52 0.99898 0.0429551
5e-6 0.28e-6 10e-6 0.50e-6 0.60 0.0692083 21.5993 7172.61 0.998955 0.0432194
5e-6 0.28e-6 10e-6 0.50e-6 0.65 0.0538608 19.4564 4359.69 0.998919 0.0433176
5e-6 0.28e-6 10e-6 0.50e-6 0.70 0.0379791 16.5896 2228.96 0.998896 0.0426038
5e-6 0.28e-6 10e-6 0.50e-6 0.75 0.029723 14.6492 1407.93 0.999039 0.0378989
5e-6 0.28e-6 10e-6 0.50e-6 0.80 0.0490923 18.9634 3886.81 0.999096 0.0389492
5e-6 0.28e-6 10e-6 0.50e-6 0.85 0.0763173 22.8409 9563.77 0.999144 0.0390934
5e-6 0.28e-6 10e-6 0.50e-6 0.90 0.104261 25.6922 18486.5 0.999177 0.038915
5e-6 0.28e-6 10e-6 0.50e-6 0.95 0.128587 27.7482 29709.7 0.999209 0.038489
5e-6 0.28e-6 10e-6 0.50e-6 1.00 0.144776 29.1369 40923.4 0.999246 0.0377531
5e-6 0.28e-6 10e-6 0.50e-6 1.05 0.153713 30.1667 51889.6 0.999293 0.0366747
5e-6 0.28e-6 10e-6 0.50e-6 1.10 0.159577 31.164 65298.9 0.99935 0.0352518
5e-6 0.28e-6 10e-6 0.50e-6 1.15 0.165365 32.2576 84013.7 0.999413 0.0335952
5e-6 0.28e-6 20e-6 0.28e-6 0.55 0.111695 26.8065 23900.7 0.998568 0.0524924
5e-6 0.28e-6 20e-6 0.28e-6 0.60 0.0999666 25.7963 18929.9 0.998545 0.0527831
5e-6 0.28e-6 20e-6 0.28e-6 0.65 0.0807244 23.9073 12235.5 0.998518 0.0530025
5e-6 0.28e-6 20e-6 0.28e-6 0.70 0.0599449 21.322 6724.32 0.998486 0.0531056
5e-6 0.28e-6 20e-6 0.28e-6 0.75 0.0427427 18.4423 3440.61 0.998452 0.0529919
5e-6 0.28e-6 20e-6 0.28e-6 0.80 0.0290249 15.2675 1630.47 0.998434 0.0521657
5e-6 0.28e-6 20e-6 0.28e-6 0.85 0.0180617 11.5444 663.173 0.998607 0.0464411
5e-6 0.28e-6 20e-6 0.28e-6 0.90 0.0219573 13.2312 1001.64 0.998653 0.046778
5e-6 0.28e-6 20e-6 0.28e-6 0.95 0.0348603 17.1785 2559.68 0.998735 0.0470608
5e-6 0.28e-6 20e-6 0.28e-6 1.00 0.05399 21.0816 6360.56 0.998816 0.0465943
5e-6 0.28e-6 20e-6 0.28e-6 1.05 0.082601 25.0027 15763 0.998891 0.0457803
5e-6 0.28e-6 20e-6 0.28e-6 1.10 0.11152 27.9629 31213.8 0.998964 0.0445861
5e-6 0.28e-6 20e-6 0.28e-6 1.15 0.126678 29.5458 44964.3 0.999043 0.0429896
5e-6 0.28e-6 20e-6 0.36e-6 0.55 0.0954508 23.9589 12379.2 0.997988 0.0619842
5e-6 0.28e-6 20e-6 0.36e-6 0.60 0.0869544 23.1314 10222.9 0.997964 0.0622309
5e-6 0.28e-6 20e-6 0.36e-6 0.65 0.0726771 21.5753 7129.19 0.997935 0.0623809
5e-6 0.28e-6 20e-6 0.36e-6 0.70 0.0554759 19.2758 4177.93 0.997902 0.0623417
5e-6 0.28e-6 20e-6 0.36e-6 0.75 0.0394467 16.4595 2160.61 0.997881 0.0617586
5e-6 0.28e-6 20e-6 0.36e-6 0.80 0.0247749 12.7817 898.012 0.998094 0.0563383
5e-6 0.28e-6 20e-6 0.36e-6 0.85 0.0276647 13.8433 1160.58 0.998268 0.0539659
5e-6 0.28e-6 20e-6 0.36e-6 0.90 0.0454003 18.1264 3195.61 0.998359 0.0543335
5e-6 0.28e-6 20e-6 0.36e-6 0.95 0.0682143 21.8115 7532.45 0.998447 0.0538131
5e-6 0.28e-6 20e-6 0.36e-6 1.00 0.09471 24.9488 15565.2 0.998532 0.0528503
5e-6 0.28e-6 20e-6 0.36e-6 1.05 0.114435 27.0254 25139.7 0.998624 0.0514225
5e-6 0.28e-6 20e-6 0.36e-6 1.10 0.123634 28.2939 33686.1 0.998732 0.0494863
5e-6 0.28e-6 20e-6 0.36e-6 1.15 0.129146 29.4145 43619.1 0.998855 0.0471272
5e-6 0.28e-6 20e-6 0.50e-6 0.55 0.0802718 20.323 5327.75 0.996732 0.0786089
5e-6 0.28e-6 20e-6 0.50e-6 0.60 0.0748598 19.728 4639.19 0.996706 0.0787845
5e-6 0.28e-6 20e-6 0.50e-6 0.65 0.0657402 18.637 3597.6 0.996679 0.0788087
5e-6 0.28e-6 20e-6 0.50e-6 0.70 0.0529998 16.8685 2377.53 0.996663 0.078436
5e-6 0.28e-6 20e-6 0.50e-6 0.75 0.0387196 14.4179 1330.89 0.996783 0.0758689
5e-6 0.28e-6 20e-6 0.50e-6 0.80 0.0331729 13.3077 1019.74 0.997411 0.0665146
5e-6 0.28e-6 20e-6 0.50e-6 0.85 0.0547856 17.6591 2863.35 0.997509 0.0673512
5e-6 0.28e-6 20e-6 0.50e-6 0.90 0.0782478 20.907 6104.42 0.997614 0.0668693
5e-6 0.28e-6 20e-6 0.50e-6 0.95 0.099909 23.3091 10650.7 0.997718 0.0658917
5e-6 0.28e-6 20e-6 0.50e-6 1.00 0.114734 24.9475 15555.4 0.997844 0.0643276
5e-6 0.28e-6 20e-6 0.50e-6 1.05 0.12219 26.1267 20424.9 0.998 0.0621072
5e-6 0.28e-6 20e-6 0.50e-6 1.10 0.126246 27.2717 26604 0.99819 0.0592194
5e-6 0.28e-6 20e-6 0.50e-6 1.15 0.129832 28.5735 35923.5 0.998396 0.0558789
5e-6 0.28e-6 30e-6 0.28e-6 0.55 0.111844 25.4056 17284.7 0.997105 0.0750562
5e-6 0.28e-6 30e-6 0.28e-6 0.60 0.103591 24.7147 14735.2 0.99708 0.0752997
5e-6 0.28e-6 30e-6 0.28e-6 0.65 0.0898411 23.464 11035.4 0.997055 0.0754637
5e-6 0.28e-6 30e-6 0.28e-6 0.70 0.0721202 21.566 7110.68 0.997029 0.0755039
5e-6 0.28e-6 30e-6 0.28e-6 0.75 0.054573 19.1979 4100.97 0.997005 0.0753416
5e-6 0.28e-6 30e-6 0.28e-6 0.80 0.0390159 16.4227 2141 0.996995 0.0747118
5e-6 0.28e-6 30e-6 0.28e-6 0.85 0.0250141 12.926 929.571 0.997118 0.0716782
5e-6 0.28e-6 30e-6 0.28e-6 0.90 0.0185482 10.7045 537.499 0.997528 0.0643849
5e-6 0.28e-6 30e-6 0.28e-6 0.95 0.0279797 14.1745 1256.1 0.997632 0.0649442
5e-6 0.28e-6 30e-6 0.28e-6 1.00 0.0435228 18.0905 3167.95 0.997774 0.0642691
5e-6 0.28e-6 30e-6 0.28e-6 1.05 0.0672386 22.1186 8085.72 0.997916 0.0630216
5e-6 0.28e-6 30e-6 0.28e-6 1.10 0.0928513 25.3327 17004.4 0.998062 0.0612097
5e-6 0.28e-6 30e-6 0.28e-6 1.15 0.10655 27.0971 25553.6 0.998222 0.0588023
5e-6 0.28e-6 30e-6 0.36e-6 0.55 0.0957788 22.4856 8794.45 0.995887 0.0892091
5e-6 0.28e-6 30e-6 0.36e-6 0.60 0.0894019 21.8858 7653.43 0.995862 0.0893909
5e-6 0.28e-6 30e-6 0.36e-6 0.65 0.0792349 20.8508 6019.88 0.995838 0.0894649
5e-6 0.28e-6 30e-6 0.36e-6 0.70 0.0652892 19.2158 4115.7 0.995818 0.0893493
5e-6 0.28e-6 30e-6 0.36e-6 0.75 0.0499094 16.9972 2449.45 0.995813 0.0888196
5e-6 0.28e-6 30e-6 0.36e-6 0.80 0.0345953 14.1011 1233.21 0.995924 0.0865509
5e-6 0.28e-6 30e-6 0.36e-6 0.85 0.0243428 11.4713 650.677 0.996694 0.075767
5e-6 0.28e-6 30e-6 0.36e-6 0.90 0.0370332 15.0829 1559.36 0.996844 0.0758739
5e-6 0.28e-6 30e-6 0.36e-6 0.95 0.0564123 18.8693 3798.53 0.997005 0.0751023
5e-6 0.28e-6 30e-6 0.36e-6 1.00 0.0794431 22.1523 8146.15 0.997174 0.0736201
5e-6 0.28e-6 30e-6 0.36e-6 1.05 0.0972158 24.3915 13676.8 0.997362 0.0714515
5e-6 0.28e-6 30e-6 0.36e-6 1.10 0.105094 25.7514 18725.7 0.997584 0.0685319
5e-6 0.28e-6 30e-6 0.36e-6 1.15 0.109179 26.9524 24709.8 0.997835 0.0649864
5e-6 0.28e-6 30e-6 0.50e-6 0.55 0.0805439 18.7756 3709.51 0.993237 0.113939
5e-6 0.28e-6 30e-6 0.50e-6 0.60 0.0760588 18.3 3319.53 0.993214 0.114023
5e-6 0.28e-6 30e-6 0.50e-6 0.65 0.069451 17.5524 2786.7 0.9932 0.113947
5e-6 0.28e-6 30e-6 0.50e-6 0.70 0.0598083 16.3415 2096.57 0.993207 0.113524
5e-6 0.28e-6 30e-6 0.50e-6 0.75 0.0475111 14.5396 1367.76 0.993314 0.111946
5e-6 0.28e-6 30e-6 0.50e-6 0.80 0.034034 12.0307 746.327 0.994824 0.0963253
5e-6 0.28e-6 30e-6 0.50e-6 0.85 0.0452321 14.5684 1378.4 0.995072 0.0952733
5e-6 0.28e-6 30e-6 0.50e-6 0.90 0.0661422 17.9908 3091.14 0.995265 0.0946301
5e-6 0.28e-6 30e-6 0.50e-6 0.95 0.0853947 20.4961 5543.01 0.995477 0.0931167
5e-6 0.28e-6 30e-6 0.50e-6 1.00 0.0985481 22.2053 8241.04 0.995737 0.0907374
5e-6 0.28e-6 30e-6 0.50e-6 1.05 0.1048 23.4233 10926.8 0.996063 0.0873914
5e-6 0.28e-6 30e-6 0.50e-6 1.10 0.107834 24.6185 14406.7 0.996458 0.083058
5e-6 0.28e-6 30e-6 0.50e-6 1.15 0.110305 26.0101 19871.4 0.996885 0.078054
5e-6 0.36e-6 0.66e-6 0.28e-6 0.55 0.0870204 31.2537 66681.6 0.999949 0.00850878
5e-6 0.36e-6 0.66e-6 0.28e-6 0.60 0.0648599 28.3004 33756.8 0.999937 0.00906254
5e-6 0.36e-6 0.66e-6 0.28e-6 0.65 0.0412399 23.9106 12253.2 0.999915 0.00966664
5e-6 0.36e-6 0.66e-6 0.28e-6 0.70 0.0274031 19.9408 4882.21 0.999884 0.0101528
5e-6 0.36e-6 0.66e-6 0.28e-6 0.75 0.0474609 24.1367 12910.4 0.999884 0.0121274
5e-6 0.36e-6 0.66e-6 0.28e-6 0.80 0.0810374 28.2135 33085.9 0.999885 0.0131419
5e-6 0.36e-6 0.66e-6 0.28e-6 0.85 0.111672 30.6678 58257.8 0.999884 0.0136977
5e-6 0.36e-6 0.66e-6 0.28e-6 0.90 0.136875 32.2268 83438.5 0.999882 0.0140616
5e-6 0.36e-6 0.66e-6 0.28e-6 0.95 0.15725 33.2963 106751 0.999881 0.014303
5e-6 0.36e-6 0.66e-6 0.28e-6 1.00 0.173883 34.0822 127936 0.99988 0.0144589
5e-6 0.36e-6 0.66e-6 0.28e-6 1.05 0.187578 34.6862 147036 0.999879 0.0145544
5e-6 0.36e-6 0.66e-6 0.28e-6 1.10 0.199073 35.1722 164452 0.999879 0.0146046
5e-6 0.36e-6 0.66e-6 0.28e-6 1.15 0.209206 35.5901 181064 0.99988 0.0146192
5e-6 0.36e-6 0.66e-6 0.36e-6 0.55 0.0739967 29.5833 45374.4 0.999942 0.00882486
5e-6 0.36e-6 0.66e-6 0.36e-6 0.60 0.0577747 27.0627 25373.4 0.99993 0.00937462
5e-6 0.36e-6 0.66e-6 0.36e-6 0.65 0.0380785 23.0353 10007.4 0.999907 0.00993578
5e-6 0.36e-6 0.66e-6 0.36e-6 0.70 0.0375741 22.4757 8791.56 0.99989 0.0110379
5e-6 0.36e-6 0.66e-6 0.36e-6 0.75 0.0719735 27.4507 27748.6 0.99989 0.0126858
5e-6 0.36e-6 0.66e-6 0.36e-6 0.80 0.103493 30.1562 51778.8 0.999887 0.013451
5e-6 0.36e-6 0.66e-6 0.36e-6 0.85 0.128096 31.7273 74368.9 0.999883 0.0139594
5e-6 0.36e-6 0.66e-6 0.36e-6 0.90 0.14744 32.7636 94422.9 0.99988 0.0143053
5e-6 0.36e-6 0.66e-6 0.36e-6 0.95 0.163305 33.5315 112694 0.999878 0.0145337
5e-6 0.36e-6 0.66e-6 0.36e-6 1.00 0.176756 34.1468 129855 0.999877 0.0146752
5e-6 0.36e-6 0.66e-6 0.36e-6 1.05 0.188495 34.6679 146416 0.999876 0.0147521
5e-6 0.36e-6 0.66e-6 0.36e-6 1.10 0.199112 35.1324 162948 0.999877 0.0147788
5e-6 0.36e-6 0.66e-6 0.36e-6 1.15 0.209066 35.5619 179895 0.999878 0.0147665
5e-6 0.36e-6 0.66e-6 0.50e-6 0.55 0.0622503 27.5525 28408.1 0.999931 0.00937965
5e-6 0.36e-6 0.66e-6 0.50e-6 0.60 0.0522039 25.7092 18565.7 0.999918 0.00991866
5e-6 0.36e-6 0.66e-6 0.50e-6 0.65 0.0367382 22.3242 8488.37 0.999898 0.0101937
5e-6 0.36e-6 0.66e-6 0.50e-6 0.70 0.0585716 25.856 19205.4 0.999891 0.012139
5e-6 0.36e-6 0.66e-6 0.50e-6 0.75 0.09059 29.059 40207.6 0.999887 0.0132194
5e-6 0.36e-6 0.66e-6 0.50e-6 0.80 0.115647 30.8231 60381.1 0.999881 0.0139095
5e-6 0.36e-6 0.66e-6 0.50e-6 0.85 0.135188 31.9408 78117.4 0.999876 0.0143963
5e-6 0.36e-6 0.66e-6 0.50e-6 0.90 0.151383 32.7672 94500.6 0.999873 0.0147291
5e-6 0.36e-6 0.66e-6 0.50e-6 0.95 0.165356 33.4406 110358 0.999871 0.0149436
5e-6 0.36e-6 0.66e-6 0.50e-6 1.00 0.177682 34.0219 126171 0.99987 0.0150664
5e-6 0.36e-6 0.66e-6 0.50e-6 1.05 0.188778 34.5443 142306 0.99987 0.0151185
5e-6 0.36e-6 0.66e-6 0.50e-6 1.10 0.199018 35.029 159115 0.999871 0.0151139
5e-6 0.36e-6 0.66e-6 0.50e-6 1.15 0.208744 35.4859 176770 0.999873 0.0150672
5e-6 0.36e-6 2e-6 0.28e-6 0.55 0.108942 32.2629 84136.5 0.999918 0.011564
5e-6 0.36e-6 2e-6 0.28e-6 0.60 0.0887175 30.1572 51790.7 0.999907 0.0121117
5e-6 0.36e-6 2e-6 0.28e-6 0.65 0.0586524 26.1815 20704 0.999887 0.0127152
5e-6 0.36e-6 2e-6 0.28e-6 0.70 0.0360992 21.603 7181.83 0.999854 0.0132689
5e-6 0.36e-6 2e-6 0.28e-6 0.75 0.0225492 17.2668 2614.57 0.999813 0.0132124
5e-6 0.36e-6 2e-6 0.28e-6 0.80 0.0346649 20.5895 5676.53 0.999817 0.0150314
5e-6 0.36e-6 2e-6 0.28e-6 0.85 0.0609568 25.0593 15977.7 0.999827 0.0160684
5e-6 0.36e-6 2e-6 0.28e-6 0.90 0.0901776 28.2322 33228.3 0.999833 0.016493
5e-6 0.36e-6 2e-6 0.28e-6 0.95 0.120232 30.6065 57440.1 0.999836 0.0167267
5e-6 0.36e-6 2e-6 0.28e-6 1.00 0.147934 32.3445 85731 0.999838 0.0168472
5e-6 0.36e-6 2e-6 0.28e-6 1.05 0.169462 33.5035 111969 0.99984 0.0168855
