VDS_set_V W_m L_m VBIAS_set_V VGS_actual_V VDS_actual_V VBS_actual_V ID_A JD_mA_per_um Pdc_mW gm_S gds_S gm_ID_1_per_V ro_Ohm gmro Rin_CG_est_Ohm NFmin_dB NF_dB Rn_Ohm SOpt_real SOpt_imag SOpt_mag
5.0 20e-6 1.00e-6 2.08 2.08 5 0 0.00139181 0.0695903 6.95903 0.00159032 1.32278E-05 1.14263 75598.1 120.225 628.806 0.00399447 8.98293 346.741 0.991415 0.0828389 0.994869
5.0 20e-6 1.00e-6 2.085 2.085 5 0 0.00139978 0.0699888 6.99888 0.00159304 1.32742E-05 1.13807 75334.3 120.011 627.73 0.00399816 8.98319 346.763 0.991418 0.0828431 0.994874
5.0 20e-6 1.00e-6 2.09 2.09 5 0 0.00140776 0.0703878 7.03878 0.00159575 1.33205E-05 1.13354 75072.3 119.797 626.663 0.00400188 8.98347 346.787 0.991422 0.0828472 0.994878
5.0 20e-6 1.00e-6 2.095 2.095 5 0 0.00141575 0.0707876 7.07876 0.00159846 1.33668E-05 1.12905 74812.2 119.584 625.604 0.00400564 8.98377 346.813 0.991426 0.0828514 0.994882
5.0 20e-6 1.00e-6 2.1 2.1 5 0 0.00142376 0.071188 7.1188 0.00160115 1.34131E-05 1.12459 74553.8 119.372 624.552 0.00400942 8.98409 346.841 0.99143 0.0828555 0.994886
5.0 20e-6 1.00e-6 2.105 2.105 5 0 0.00143178 0.071589 7.1589 0.00160383 1.34595E-05 1.12016 74297.2 119.16 623.509 0.00401323 8.98443 346.871 0.991434 0.0828596 0.99489
5.0 20e-6 1.00e-6 2.11 2.11 5 0 0.00143981 0.0719907 7.19907 0.00160649 1.35058E-05 1.11577 74042.4 118.949 622.473 0.00401708 8.98479 346.902 0.991438 0.0828637 0.994895
5.0 20e-6 1.00e-6 2.115 2.115 5 0 0.00144786 0.072393 7.2393 0.00160915 1.35521E-05 1.1114 73789.3 118.738 621.446 0.00402096 8.98518 346.936 0.991442 0.0828677 0.994899
5.0 20e-6 1.00e-6 2.12 2.12 5 0 0.00145592 0.072796 7.2796 0.0016118 1.35984E-05 1.10706 73538 118.528 620.425 0.00402486 8.98558 346.971 0.991446 0.0828718 0.994903
5.0 20e-6 1.00e-6 2.125 2.125 5 0 0.00146399 0.0731996 7.31996 0.00161443 1.36447E-05 1.10276 73288.3 118.319 619.413 0.0040288 8.986 347.008 0.99145 0.0828758 0.994908
5.0 20e-6 1.00e-6 2.13 2.13 5 0 0.00147208 0.0736039 7.36039 0.00161706 1.36911E-05 1.09849 73040.4 118.11 618.408 0.00403277 8.98644 347.046 0.991454 0.0828798 0.994912
5.0 20e-6 1.00e-6 2.135 2.135 5 0 0.00148017 0.0740087 7.40087 0.00161967 1.37374E-05 1.09424 72794.1 117.902 617.41 0.00403677 8.9869 347.087 0.991458 0.0828838 0.994917
5.0 20e-6 1.00e-6 2.14 2.14 5 0 0.00148829 0.0744143 7.44143 0.00162227 1.37837E-05 1.09003 72549.4 117.695 616.42 0.0040408 8.98738 347.129 0.991462 0.0828878 0.994921
5.0 20e-6 1.00e-6 2.145 2.145 5 0 0.00149641 0.0748204 7.48204 0.00162486 1.383E-05 1.08584 72306.4 117.488 615.437 0.00404487 8.98788 347.173 0.991467 0.0828917 0.994926
5.0 20e-6 1.00e-6 2.15 2.15 5 0 0.00150454 0.0752272 7.52272 0.00162744 1.38764E-05 1.08168 72065 117.282 614.461 0.00404896 8.98839 347.218 0.991471 0.0828957 0.99493
5.0 20e-6 1.00e-6 2.155 2.155 5 0 0.00151269 0.0756345 7.56345 0.00163001 1.39227E-05 1.07756 71825.2 117.076 613.493 0.00405308 8.98893 347.266 0.991475 0.0828996 0.994935
5.0 20e-6 1.00e-6 2.16 2.16 5 0 0.00152085 0.0760425 7.60425 0.00163257 1.3969E-05 1.07346 71587 116.871 612.531 0.00405724 8.98948 347.315 0.99148 0.0829035 0.99494
5.0 20e-6 1.00e-6 2.165 2.165 5 0 0.00152902 0.0764512 7.64512 0.00163512 1.40153E-05 1.06939 71350.4 116.666 611.577 0.00406143 8.99006 347.365 0.991484 0.0829074 0.994944
5.0 20e-6 1.00e-6 2.17 2.17 5 0 0.00153721 0.0768604 7.68604 0.00163765 1.40617E-05 1.06534 71115.3 116.462 610.629 0.00406564 8.99065 347.418 0.991488 0.0829112 0.994949
5.0 20e-6 1.00e-6 2.175 2.175 5 0 0.0015454 0.0772702 7.72702 0.00164018 1.4108E-05 1.06133 70881.8 116.259 609.689 0.00406989 8.99126 347.472 0.991493 0.0829151 0.994954
5.0 20e-6 1.00e-6 2.18 2.18 5 0 0.00155361 0.0776807 7.76807 0.0016427 1.41543E-05 1.05734 70649.7 116.056 608.755 0.00407417 8.99188 347.527 0.991497 0.0829189 0.994958
5.0 20e-6 1.00e-6 2.185 2.185 5 0 0.00156183 0.0780917 7.80917 0.0016452 1.42007E-05 1.05338 70419.2 115.854 607.828 0.00407848 8.99253 347.584 0.991502 0.0829227 0.994963
5.0 20e-6 1.00e-6 2.19 2.19 5 0 0.00157007 0.0785034 7.85034 0.0016477 1.4247E-05 1.04944 70190.1 115.652 606.908 0.00408282 8.99319 347.643 0.991506 0.0829265 0.994968
5.0 20e-6 1.00e-6 2.195 2.195 5 0 0.00157831 0.0789157 7.89157 0.00165018 1.42934E-05 1.04553 69962.6 115.451 605.994 0.0040872 8.99387 347.704 0.991511 0.0829303 0.994973
5.0 20e-6 1.00e-6 2.2 2.2 5 0 0.00158657 0.0793285 7.93285 0.00165266 1.43397E-05 1.04165 69736.4 115.25 605.087 0.0040916 8.99456 347.766 0.991515 0.082934 0.994978
5.0 20e-6 1.00e-6 2.205 2.205 5 0 0.00159484 0.079742 7.9742 0.00165512 1.43861E-05 1.0378 69511.8 115.05 604.186 0.00409604 8.99528 347.829 0.99152 0.0829378 0.994983
5.0 20e-6 1.00e-6 2.21 2.21 5 0 0.00160312 0.0801561 8.01561 0.00165757 1.44324E-05 1.03397 69288.5 114.851 603.292 0.00410051 8.99601 347.894 0.991525 0.0829415 0.994988
5.0 20e-6 1.00e-6 2.215 2.215 5 0 0.00161141 0.0805707 8.05707 0.00166001 1.44788E-05 1.03016 69066.7 114.652 602.404 0.00410501 8.99675 347.961 0.991529 0.0829452 0.994992
5.0 20e-6 1.00e-6 2.22 2.22 5 0 0.00161972 0.080986 8.0986 0.00166245 1.45251E-05 1.02638 68846.2 114.453 601.523 0.00410954 8.99752 348.029 0.991534 0.0829489 0.994997
5.0 20e-6 1.00e-6 2.225 2.225 5 0 0.00162804 0.0814018 8.14018 0.00166487 1.45715E-05 1.02263 68627.2 114.255 600.647 0.0041141 8.9983 348.099 0.991539 0.0829526 0.995002
5.0 20e-6 1.00e-6 2.23 2.23 5 0 0.00163636 0.0818182 8.18182 0.00166728 1.46179E-05 1.01889 68409.5 114.058 599.778 0.00411869 8.99909 348.17 0.991543 0.0829563 0.995008
5.0 20e-6 1.00e-6 2.235 2.235 5 0 0.0016447 0.0822352 8.22352 0.00166968 1.46642E-05 1.01519 68193.2 113.861 598.915 0.00412332 8.99991 348.243 0.991548 0.0829599 0.995013
5.0 20e-6 1.00e-6 2.24 2.24 5 0 0.00165306 0.0826528 8.26528 0.00167208 1.47106E-05 1.01151 67978.2 113.665 598.059 0.00412797 9.00073 348.317 0.991553 0.0829635 0.995018
5.0 20e-6 1.00e-6 2.245 2.245 5 0 0.00166142 0.0830709 8.30709 0.00167446 1.4757E-05 1.00785 67764.5 113.469 597.208 0.00413266 9.00158 348.393 0.991558 0.0829672 0.995023
5.0 20e-6 1.00e-6 2.25 2.25 5 0 0.00166979 0.0834896 8.34896 0.00167683 1.48034E-05 1.00422 67552.2 113.274 596.363 0.00413738 9.00244 348.47 0.991563 0.0829707 0.995028
5.0 20e-6 1.00e-6 2.255 2.255 5 0 0.00167818 0.0839089 8.39089 0.00167919 1.48498E-05 1.0006 67341.2 113.079 595.524 0.00414214 9.00332 348.548 0.991568 0.0829743 0.995033
5.0 20e-6 1.00e-6 2.26 2.26 5 0 0.00168658 0.0843288 8.43288 0.00168155 1.48961E-05 0.997017 67131.4 112.885 594.691 0.00414692 9.00421 348.628 0.991573 0.0829779 0.995038
5.0 20e-6 1.00e-6 2.265 2.265 5 0 0.00169498 0.0847492 8.47492 0.00168389 1.49425E-05 0.993453 66923 112.691 593.864 0.00415174 9.00512 348.71 0.991578 0.0829815 0.995044
5.0 20e-6 1.00e-6 2.27 2.27 5 0 0.0017034 0.0851702 8.51702 0.00168622 1.4989E-05 0.989912 66715.8 112.498 593.042 0.00415658 9.00604 348.792 0.991583 0.082985 0.995049
5.0 20e-6 1.00e-6 2.275 2.275 5 0 0.00171184 0.0855918 8.55918 0.00168854 1.50354E-05 0.986393 66509.9 112.305 592.227 0.00416147 9.00698 348.877 0.991588 0.0829885 0.995054
5.0 20e-6 1.00e-6 2.28 2.28 5 0 0.00172028 0.0860139 8.60139 0.00169086 1.50818E-05 0.982897 66305.2 112.112 591.417 0.00416638 9.00793 348.962 0.991593 0.082992 0.99506
5.0 20e-6 1.00e-6 2.285 2.285 5 0 0.00172873 0.0864366 8.64366 0.00169316 1.51282E-05 0.979422 66101.7 111.921 590.612 0.00417132 9.0089 349.049 0.991598 0.0829955 0.995065
5.0 20e-6 1.00e-6 2.29 2.29 5 0 0.0017372 0.0868598 8.68598 0.00169545 1.51746E-05 0.97597 65899.5 111.729 589.813 0.0041763 9.00988 349.138 0.991603 0.082999 0.99507
5.0 20e-6 1.00e-6 2.295 2.295 5 0 0.00174567 0.0872836 8.72836 0.00169774 1.52211E-05 0.97254 65698.4 111.539 589.02 0.00418131 9.01088 349.227 0.991608 0.0830025 0.995076
5.0 20e-6 1.00e-6 2.3 2.3 5 0 0.00175416 0.087708 8.7708 0.00170001 1.52675E-05 0.969131 65498.6 111.348 588.232 0.00418635 9.01189 349.318 0.991613 0.0830059 0.995081
5.0 20e-6 1.00e-6 2.305 2.305 5 0 0.00176266 0.0881329 8.81329 0.00170227 1.5314E-05 0.965743 65299.9 111.158 587.449 0.00419143 9.01292 349.411 0.991618 0.0830093 0.995087
5.0 20e-6 1.00e-6 2.31 2.31 5 0 0.00177117 0.0885583 8.85583 0.00170453 1.53604E-05 0.962377 65102.4 110.969 586.672 0.00419653 9.01396 349.505 0.991624 0.0830128 0.995092
5.0 20e-6 1.00e-6 2.315 2.315 5 0 0.00177969 0.0889843 8.89843 0.00170678 1.54069E-05 0.959032 64906.1 110.78 585.9 0.00420167 9.01501 349.6 0.991629 0.0830162 0.995098
5.0 20e-6 1.00e-6 2.32 2.32 5 0 0.00178822 0.0894108 8.94108 0.00170901 1.54533E-05 0.955707 64710.9 110.592 585.134 0.00420685 9.01608 349.696 0.991634 0.0830196 0.995103
5.0 20e-6 1.00e-6 2.325 2.325 5 0 0.00179676 0.0898379 8.98379 0.00171124 1.54998E-05 0.952403 64516.9 110.404 584.372 0.00421205 9.01717 349.794 0.991639 0.0830229 0.995109
5.0 20e-6 1.00e-6 2.33 2.33 5 0 0.00180531 0.0902655 9.02655 0.00171346 1.55463E-05 0.94912 64324 110.216 583.616 0.00421729 9.01826 349.893 0.991645 0.0830263 0.995114
5.0 20e-6 1.00e-6 2.335 2.335 5 0 0.00181387 0.0906936 9.06936 0.00171566 1.55928E-05 0.945856 64132.2 110.029 582.865 0.00422256 9.01938 349.993 0.99165 0.0830297 0.99512
5.0 20e-6 1.00e-6 2.34 2.34 5 0 0.00182245 0.0911223 9.11223 0.00171786 1.56393E-05 0.942613 63941.5 109.843 582.119 0.00422787 9.0205 350.095 0.991655 0.083033 0.995126
5.0 20e-6 1.00e-6 2.345 2.345 5 0 0.00183103 0.0915515 9.15515 0.00172005 1.56858E-05 0.93939 63751.9 109.657 581.378 0.00423321 9.02164 350.197 0.991661 0.0830363 0.995131
5.0 20e-6 1.00e-6 2.35 2.35 5 0 0.00183962 0.0919812 9.19812 0.00172223 1.57323E-05 0.936186 63563.4 109.471 580.642 0.00423858 9.02279 350.302 0.991666 0.0830396 0.995137
5.0 20e-6 1.00e-6 2.355 2.355 5 0 0.00184823 0.0924115 9.24115 0.0017244 1.57788E-05 0.933002 63376 109.286 579.911 0.00424398 9.02395 350.407 0.991672 0.0830429 0.995143
5.0 20e-6 1.00e-6 2.36 2.36 5 0 0.00185685 0.0928423 9.28423 0.00172656 1.58254E-05 0.929837 63189.6 109.101 579.185 0.00424942 9.02513 350.513 0.991677 0.0830462 0.995148
5.0 20e-6 1.00e-6 2.365 2.365 5 0 0.00186547 0.0932736 9.32736 0.00172872 1.58719E-05 0.926691 63004.3 108.917 578.464 0.00425489 9.02632 350.621 0.991683 0.0830495 0.995154
5.0 20e-6 1.00e-6 2.37 2.37 5 0 0.00187411 0.0937054 9.37054 0.00173086 1.59185E-05 0.923564 62820.1 108.733 577.748 0.0042604 9.02753 350.73 0.991688 0.0830527 0.99516
5.0 20e-6 1.00e-6 2.375 2.375 5 0 0.00188276 0.0941378 9.41378 0.00173299 1.5965E-05 0.920456 62636.9 108.549 577.036 0.00426594 9.02875 350.84 0.991694 0.083056 0.995166
5.0 20e-6 1.00e-6 2.38 2.38 5 0 0.00189141 0.0945706 9.45706 0.00173512 1.60116E-05 0.917367 62454.7 108.366 576.329 0.00427151 9.02998 350.952 0.991699 0.0830592 0.995172
5.0 20e-6 1.00e-6 2.385 2.385 5 0 0.00190008 0.095004 9.5004 0.00173724 1.60582E-05 0.914296 62273.6 108.184 575.627 0.00427712 9.03122 351.065 0.991705 0.0830624 0.995178
5.0 20e-6 1.00e-6 2.39 2.39 5 0 0.00190876 0.0954379 9.54379 0.00173934 1.61048E-05 0.911243 62093.4 108.002 574.93 0.00428276 9.03247 351.178 0.991711 0.0830656 0.995183
5.0 20e-6 1.00e-6 2.395 2.395 5 0 0.00191745 0.0958723 9.58723 0.00174144 1.61514E-05 0.908209 61914.3 107.82 574.237 0.00428843 9.03374 351.293 0.991716 0.0830688 0.995189
5.0 20e-6 1.00e-6 2.4 2.4 5 0 0.00192614 0.0963072 9.63072 0.00174353 1.6198E-05 0.905192 61736.1 107.639 573.549 0.00429414 9.03502 351.41 0.991722 0.083072 0.995195
5.0 20e-6 1.00e-6 2.405 2.405 5 0 0.00193485 0.0967426 9.67426 0.00174561 1.62446E-05 0.902193 61559 107.458 572.865 0.00429989 9.03631 351.527 0.991728 0.0830751 0.995201
5.0 20e-6 1.00e-6 2.41 2.41 5 0 0.00194357 0.0971785 9.71785 0.00174768 1.62912E-05 0.899212 61382.8 107.278 572.186 0.00430567 9.03762 351.645 0.991734 0.0830783 0.995207
5.0 20e-6 1.00e-6 2.415 2.415 5 0 0.0019523 0.0976149 9.76149 0.00174975 1.63379E-05 0.896249 61207.5 107.098 571.512 0.00431148 9.03894 351.765 0.991739 0.0830814 0.995213
5.0 20e-6 1.00e-6 2.42 2.42 5 0 0.00196104 0.0980519 9.80519 0.0017518 1.63845E-05 0.893303 61033.3 106.918 570.841 0.00431733 9.04027 351.886 0.991745 0.0830846 0.995219
5.0 20e-6 1.00e-6 2.425 2.425 5 0 0.00196979 0.0984893 9.84893 0.00175385 1.64312E-05 0.890374 60859.9 106.739 570.176 0.00432321 9.04161 352.008 0.991751 0.0830877 0.995225
5.0 20e-6 1.00e-6 2.43 2.43 5 0 0.00197854 0.0989272 9.89272 0.00175588 1.64778E-05 0.887462 60687.6 106.56 569.514 0.00432913 9.04296 352.131 0.991757 0.0830908 0.995231
5.0 20e-6 1.00e-6 2.435 2.435 5 0 0.00198731 0.0993656 9.93656 0.00175791 1.65245E-05 0.884567 60516.1 106.382 568.857 0.00433508 9.04432 352.255 0.991763 0.0830939 0.995237
5.0 20e-6 1.00e-6 2.44 2.44 5 0 0.00199609 0.0998045 9.98045 0.00175993 1.65712E-05 0.881689 60345.6 106.204 568.204 0.00434107 9.0457 352.38 0.991768 0.0830969 0.995244
5.0 20e-6 1.00e-6 2.445 2.445 5 0 0.00200488 0.100244 10.0244 0.00176194 1.66179E-05 0.878827 60176 106.027 567.556 0.00434709 9.04709 352.507 0.991774 0.0831 0.99525
5.0 20e-6 1.00e-6 2.45 2.45 5 0 0.00201367 0.100684 10.0684 0.00176394 1.66646E-05 0.875982 60007.3 105.849 566.912 0.00435315 9.04849 352.634 0.99178 0.0831031 0.995256
5.0 20e-6 1.00e-6 2.455 2.455 5 0 0.00202248 0.101124 10.1124 0.00176594 1.67114E-05 0.873154 59839.5 105.673 566.272 0.00435924 9.0499 352.763 0.991786 0.0831061 0.995262
5.0 20e-6 1.00e-6 2.46 2.46 5 0 0.0020313 0.101565 10.1565 0.00176792 1.67581E-05 0.870341 59672.6 105.497 565.636 0.00436537 9.05132 352.892 0.991792 0.0831091 0.995268
5.0 20e-6 1.00e-6 2.465 2.465 5 0 0.00204012 0.102006 10.2006 0.0017699 1.68049E-05 0.867545 59506.6 105.321 565.004 0.00437153 9.05275 353.023 0.991798 0.0831122 0.995275
5.0 20e-6 1.00e-6 2.47 2.47 5 0 0.00204896 0.102448 10.2448 0.00177187 1.68516E-05 0.864764 59341.5 105.145 564.376 0.00437774 9.0542 353.155 0.991804 0.0831152 0.995281
5.0 20e-6 1.00e-6 2.475 2.475 5 0 0.00205781 0.10289 10.289 0.00177383 1.68984E-05 0.862 59177.2 104.97 563.753 0.00438397 9.05565 353.288 0.99181 0.0831181 0.995287
5.0 20e-6 1.00e-6 2.48 2.48 5 0 0.00206666 0.103333 10.3333 0.00177578 1.69452E-05 0.859251 59013.8 104.795 563.133 0.00439024 9.05712 353.421 0.991816 0.0831211 0.995293
5.0 20e-6 1.00e-6 2.485 2.485 5 0 0.00207552 0.103776 10.3776 0.00177772 1.6992E-05 0.856517 58851.2 104.621 562.518 0.00439655 9.0586 353.556 0.991823 0.0831241 0.9953
5.0 20e-6 1.00e-6 2.49 2.49 5 0 0.0020844 0.10422 10.422 0.00177966 1.70388E-05 0.853799 58689.5 104.447 561.906 0.0044029 9.06008 353.692 0.991829 0.0831271 0.995306
5.0 20e-6 1.00e-6 2.495 2.495 5 0 0.00209328 0.104664 10.4664 0.00178158 1.70856E-05 0.851096 58528.7 104.274 561.298 0.00440928 9.06158 353.829 0.991835 0.08313 0.995312
5.0 20e-6 1.00e-6 2.5 2.5 5 0 0.00210217 0.105109 10.5109 0.0017835 1.71325E-05 0.848409 58368.6 104.101 560.695 0.0044157 9.06309 353.967 0.991841 0.0831329 0.995319
5.0 50e-6 0.60e-6 0.5 0.5 5 0 1.30731E-06 2.61462E-05 0.00653656 2.98424E-05 2.43788E-07 22.8273 4.10193E+06 122.411 33509.4 0.0242209 15.0123 1533.86 0.99676 0.0748364 0.999565
5.0 50e-6 0.60e-6 0.505 0.505 5 0 1.47484E-06 2.94969E-05 0.00737422 3.35397E-05 2.74994E-07 22.7411 3636440 121.965 29815.4 0.022111 14.5483 1373.4 0.996714 0.0749731 0.999529
5.0 50e-6 0.60e-6 0.51 0.51 5 0 1.66307E-06 3.32613E-05 0.00831534 3.76689E-05 3.10045E-07 22.6503 3225340 121.495 26547.1 0.0201744 14.0894 1230.72 0.996663 0.0751209 0.99949
5.0 50e-6 0.60e-6 0.515 0.515 5 0 1.87438E-06 3.74877E-05 0.00937192 4.22757E-05 3.49384E-07 22.5545 2862180 121.001 23654.2 0.0183997 13.6361 1103.81 0.996608 0.0752807 0.999447
5.0 50e-6 0.60e-6 0.52 0.52 5 0 2.11145E-06 4.2229E-05 0.0105572 4.74094E-05 3.93502E-07 22.4535 2541280 120.481 21092.8 0.0167756 13.1886 990.906 0.996547 0.0754533 0.999399
5.0 50e-6 0.60e-6 0.525 0.525 5 0 2.37719E-06 4.75438E-05 0.011886 5.31236E-05 4.42938E-07 22.3472 2257650 119.935 18824 0.0152914 12.7475 890.42 0.99648 0.0756399 0.999347
5.0 50e-6 0.60e-6 0.53 0.53 5 0 2.67483E-06 5.34966E-05 0.0133742 5.94759E-05 4.98283E-07 22.2354 2.00689E+06 119.362 16813.5 0.0139371 12.3132 800.958 0.996407 0.0758414 0.999289
5.0 50e-6 0.60e-6 0.535 0.535 5 0 3.00791E-06 6.01581E-05 0.0150395 6.65282E-05 5.60188E-07 22.1178 1785110 118.76 15031.2 0.0127029 11.886 721.28 0.996327 0.0760591 0.999226
5.0 50e-6 0.60e-6 0.54 0.54 5 0 3.3803E-06 6.76059E-05 0.0169015 7.43471E-05 6.29363E-07 21.9942 1588910 118.131 13450.4 0.0115797 11.4664 650.285 0.996239 0.076294 0.999156
5.0 50e-6 0.60e-6 0.545 0.545 5 0 3.79624E-06 7.59248E-05 0.0189812 8.30031E-05 7.06581E-07 21.8646 1415270 117.471 12047.7 0.0105588 11.0547 587.001 0.996142 0.0765474 0.999079
5.0 50e-6 0.60e-6 0.55 0.55 5 0 4.26036E-06 8.52072E-05 0.0213018 9.25715E-05 7.92686E-07 21.7286 1261530 116.782 10802.5 0.00963183 10.6515 530.562 0.996036 0.0768206 0.998994
5.0 50e-6 0.60e-6 0.555 0.555 5 0 4.77769E-06 9.55538E-05 0.0238884 0.000103132 8.8859E-07 21.5861 1125380 116.062 9696.36 0.00879117 10.2571 480.203 0.99592 0.077115 0.998901
5.0 50e-6 0.60e-6 0.56 0.56 5 0 5.35369E-06 0.000107074 0.0267685 0.000114767 9.95282E-07 21.4369 1004740 115.311 8713.34 0.00802949 9.87193 435.245 0.995793 0.077432 0.998799
5.0 50e-6 0.60e-6 0.565 0.565 5 0 5.99428E-06 0.000119886 0.0299714 0.000127564 1.11383E-06 21.2809 897805 114.527 7839.22 0.00734 9.49638 395.088 0.995654 0.0777731 0.998687
5.0 50e-6 0.60e-6 0.57 0.57 5 0 6.70584E-06 0.000134117 0.0335292 0.000141613 1.24537E-06 21.1179 802974 113.712 7061.48 0.00671636 9.13083 359.198 0.995503 0.0781397 0.998565
5.0 50e-6 0.60e-6 0.575 0.575 5 0 7.49524E-06 0.000149905 0.0374762 0.000157009 1.39114E-06 20.9478 718837 112.864 6369.06 0.00615266 8.77563 327.102 0.995338 0.0785334 0.998431
5.0 50e-6 0.60e-6 0.58 0.58 5 0 8.36984E-06 0.000167397 0.0418492 0.000173846 1.55243E-06 20.7706 644152 111.983 5752.21 0.00564346 8.43112 298.382 0.995158 0.0789558 0.998285
5.0 50e-6 0.60e-6 0.585 0.585 5 0 9.33751E-06 0.00018675 0.0466876 0.000192222 1.73063E-06 20.586 577823 111.07 5202.32 0.00518372 8.09759 272.667 0.994963 0.0794084 0.998126
5.0 50e-6 0.60e-6 0.59 0.59 5 0 1.04066E-05 0.000208133 0.0520332 0.000212234 1.92722E-06 20.3941 518882 110.124 4711.78 0.00476883 7.77532 249.628 0.994751 0.0798928 0.997954
5.0 50e-6 0.60e-6 0.595 0.595 5 0 1.15862E-05 0.000231723 0.0579308 0.000233979 2.14373E-06 20.1947 466478 109.146 4273.88 0.00439454 7.46453 228.972 0.994521 0.0804107 0.997767
5.0 50e-6 0.60e-6 0.6 0.6 5 0 1.28854E-05 0.000257709 0.0644272 0.000257554 2.38177E-06 19.988 419857 108.136 3882.69 0.00405697 7.16542 210.442 0.994273 0.0809635 0.997564
5.0 50e-6 0.60e-6 0.605 0.605 5 0 1.43144E-05 0.000286288 0.071572 0.00028305 2.64302E-06 19.7738 378355 107.094 3532.94 0.00375259 6.87813 193.807 0.994006 0.0815527 0.997346
5.0 50e-6 0.60e-6 0.61 0.61 5 0 1.58834E-05 0.000317668 0.0794171 0.000310558 2.92922E-06 19.5523 341388 106.021 3220.01 0.00347817 6.60277 178.863 0.993719 0.0821797 0.997111
5.0 50e-6 0.60e-6 0.615 0.615 5 0 1.76033E-05 0.000352067 0.0880166 0.000340159 3.24216E-06 19.3236 308437 104.917 2939.8 0.00323081 6.3394 165.431 0.99341 0.0828458 0.996859
5.0 50e-6 0.60e-6 0.62 0.62 5 0 1.94854E-05 0.000389708 0.097427 0.00037193 3.58365E-06 19.0876 279045 103.785 2688.68 0.00300784 6.08802 153.349 0.99308 0.0835523 0.996589
5.0 50e-6 0.60e-6 0.625 0.625 5 0 2.15412E-05 0.000430824 0.107706 0.000405937 3.95555E-06 18.8447 252809 102.625 2463.43 0.00280688 5.84861 142.475 0.992727 0.0843 0.9963
5.0 50e-6 0.60e-6 0.63 0.63 5 0 2.37827E-05 0.000475655 0.118914 0.000442238 4.3597E-06 18.5949 229373 101.438 2261.23 0.00262575 5.62108 132.682 0.992352 0.0850899 0.995993
5.0 50e-6 0.60e-6 0.635 0.635 5 0 2.62222E-05 0.000524444 0.131111 0.000480877 4.79796E-06 18.3385 208422 100.225 2079.54 0.00246252 5.40531 123.859 0.991954 0.0859225 0.995668
5.0 50e-6 0.60e-6 0.64 0.64 5 0 2.88719E-05 0.000577439 0.14436 0.000521884 5.27215E-06 18.0758 189676 98.9889 1916.13 0.0023154 5.20113 115.905 0.991531 0.0867982 0.995323
5.0 50e-6 0.60e-6 0.645 0.645 5 0 3.17445E-05 0.00063489 0.158722 0.000565276 5.78403E-06 17.8071 172890 97.7306 1769.05 0.00218283 5.00835 108.731 0.991086 0.0877169 0.99496
5.0 50e-6 0.60e-6 0.65 0.65 5 0 3.48524E-05 0.000697048 0.174262 0.000611053 6.3353E-06 17.5326 157846 96.4522 1636.52 0.00206336 4.82671 102.258 0.990617 0.0886786 0.994579
5.0 50e-6 0.60e-6 0.655 0.655 5 0 3.82081E-05 0.000764163 0.191041 0.000659197 6.92757E-06 17.2528 144351 95.1555 1517 0.00195572 4.65596 96.4155 0.990125 0.0896824 0.994179
5.0 50e-6 0.60e-6 0.66 0.66 5 0 4.18241E-05 0.000836481 0.20912 0.000709671 7.56234E-06 16.968 132234 93.8428 1409.1 0.00185874 4.4958 91.1414 0.989611 0.0907275 0.993762
5.0 50e-6 0.60e-6 0.665 0.665 5 0 4.57122E-05 0.000914244 0.228561 0.000762422 8.24095E-06 16.6787 121345 92.5162 1311.61 0.00177139 4.34591 86.3797 0.989075 0.0918125 0.993328
5.0 50e-6 0.60e-6 0.67 0.67 5 0 4.98843E-05 0.000997687 0.249422 0.000817374 8.9646E-06 16.3854 111550 91.178 1223.43 0.00169273 4.20595 82.0806 0.988519 0.0929357 0.992878
5.0 50e-6 0.60e-6 0.675 0.675 5 0 5.43517E-05 0.00108703 0.271758 0.000874436 9.73429E-06 16.0885 102730 89.8305 1143.59 0.00162191 4.07558 78.1997 0.987943 0.0940947 0.992413
5.0 50e-6 0.60e-6 0.68 0.68 5 0 5.9125E-05 0.0011825 0.295625 0.000933495 1.05508E-05 15.7885 94779.4 88.476 1071.24 0.00155818 3.95443 74.6974 0.987348 0.0952871 0.991936
5.0 50e-6 0.60e-6 0.685 0.685 5 0 6.42143E-05 0.00128429 0.321071 0.000994421 1.14148E-05 15.486 87605.8 87.117 1005.61 0.00150084 3.84214 71.5384 0.986737 0.0965099 0.991446
5.0 50e-6 0.60e-6 0.69 0.69 5 0 6.96289E-05 0.00139258 0.348144 0.00105707 1.23265E-05 15.1815 81126.2 85.7559 946.013 0.00144929 3.73834 68.6912 0.986112 0.0977597 0.990945
5.0 50e-6 0.60e-6 0.695 0.695 5 0 7.53772E-05 0.00150754 0.376886 0.00112127 1.3286E-05 14.8755 75267.2 84.3951 891.843 0.00140296 3.64266 66.1274 0.985473 0.0990329 0.990436
5.0 50e-6 0.60e-6 0.7 0.7 5 0 8.14669E-05 0.00162934 0.407335 0.00118686 1.42932E-05 14.5686 69963.5 83.037 842.558 0.00136134 3.55473 63.8218 0.984824 0.100325 0.989921
5.0 50e-6 0.60e-6 0.705 0.705 5 0 8.79046E-05 0.00175809 0.439523 0.00125364 1.53475E-05 14.2614 65157 81.6837 797.674 0.00132398 3.47419 61.7519 0.984166 0.101633 0.9894
