VDS_set_V W_m L_m VBIAS_set_V VGS_actual_V VDS_actual_V VBS_actual_V ID_A JD_mA_per_um Pdc_mW gm_S gds_S gm_ID_1_per_V ro_Ohm gmro inv_gm_Ohm NFmin_dB NF_dB Rn_Ohm SOpt_real SOpt_imag SOpt_mag
5.0 4e-6 0.60e-6 1.665 1.665 5 0 0.000149989 0.0374972 0.749944 0.000335938 1.32875E-06 2.23975 752585 252.822 2976.74 3.07661 13.5675 1066.88 0.970193 0.0245208 0.970502
5.0 4e-6 0.60e-6 1.67 1.67 5 0 0.000151676 0.037919 0.758381 0.000337225 1.33348E-06 2.22332 749917 252.891 2965.38 3.07132 13.5536 1063.34 0.970142 0.0245318 0.970452
5.0 4e-6 0.60e-6 1.675 1.675 5 0 0.00015337 0.0383424 0.766849 0.000338505 1.33817E-06 2.20711 747289 252.961 2954.17 3.06611 13.54 1059.86 0.970093 0.0245428 0.970403
5.0 4e-6 0.60e-6 1.68 1.68 5 0 0.00015507 0.0387674 0.775349 0.000339776 1.34282E-06 2.19112 744700 253.031 2943.11 3.06098 13.5266 1056.46 0.970044 0.0245538 0.970355
5.0 4e-6 0.60e-6 1.685 1.685 5 0 0.000156776 0.039194 0.783879 0.00034104 1.34744E-06 2.17534 742150 253.103 2932.2 3.05592 13.5135 1053.12 0.969996 0.0245649 0.970307
5.0 4e-6 0.60e-6 1.69 1.69 5 0 0.000158488 0.0396221 0.792441 0.000342297 1.35202E-06 2.15976 739636 253.175 2921.44 3.05093 13.5005 1049.85 0.969949 0.024576 0.97026
5.0 4e-6 0.60e-6 1.695 1.695 5 0 0.000160207 0.0400517 0.801034 0.000343546 1.35656E-06 2.14439 737159 253.248 2910.82 3.04602 13.4878 1046.64 0.969902 0.0245872 0.970214
5.0 4e-6 0.60e-6 1.7 1.7 5 0 0.000161931 0.0404829 0.809657 0.000344787 1.36107E-06 2.12922 734719 253.321 2900.34 3.04117 13.4753 1043.5 0.969857 0.0245984 0.970168
5.0 4e-6 0.60e-6 1.705 1.705 5 0 0.000163662 0.0409155 0.818311 0.000346021 1.36554E-06 2.11424 732313 253.395 2890 3.0364 13.463 1040.41 0.969811 0.0246097 0.970124
5.0 4e-6 0.60e-6 1.71 1.71 5 0 0.000165399 0.0413497 0.826995 0.000347247 1.36997E-06 2.09945 729941 253.47 2879.79 3.0317 13.4509 1037.39 0.969767 0.024621 0.970079
5.0 4e-6 0.60e-6 1.715 1.715 5 0 0.000167142 0.0417854 0.835708 0.000348466 1.37437E-06 2.08485 727604 253.545 2869.72 3.02707 13.439 1034.43 0.969723 0.0246324 0.970036
5.0 4e-6 0.60e-6 1.72 1.72 5 0 0.00016889 0.0422226 0.844452 0.000349677 1.37874E-06 2.07044 725299 253.621 2859.78 3.0225 13.4273 1031.53 0.96968 0.0246438 0.969993
5.0 4e-6 0.60e-6 1.725 1.725 5 0 0.000170645 0.0426613 0.853226 0.000350882 1.38308E-06 2.05621 723026 253.697 2849.96 3.01799 13.4158 1028.68 0.969637 0.0246553 0.96995
5.0 4e-6 0.60e-6 1.73 1.73 5 0 0.000172406 0.0431014 0.862029 0.000352079 1.38738E-06 2.04215 720785 253.773 2840.27 3.01356 13.4045 1025.89 0.969595 0.0246668 0.969909
5.0 4e-6 0.60e-6 1.735 1.735 5 0 0.000174172 0.043543 0.870861 0.000353268 1.39164E-06 2.02827 718576 253.85 2830.71 3.00918 13.3934 1023.15 0.969554 0.0246784 0.969868
5.0 4e-6 0.60e-6 1.74 1.74 5 0 0.000175944 0.0439861 0.879722 0.000354451 1.39588E-06 2.01456 716396 253.927 2821.27 3.00487 13.3825 1020.47 0.969513 0.02469 0.969827
5.0 4e-6 0.60e-6 1.745 1.745 5 0 0.000177722 0.0444306 0.888612 0.000355626 1.40008E-06 2.00102 714247 254.005 2811.94 3.00062 13.3718 1017.84 0.969473 0.0247017 0.969788
5.0 4e-6 0.60e-6 1.75 1.75 5 0 0.000179506 0.0448766 0.897531 0.000356795 1.40425E-06 1.98764 712126 254.083 2802.73 2.99644 13.3612 1015.26 0.969433 0.0247134 0.969748
5.0 4e-6 0.60e-6 1.755 1.755 5 0 0.000181296 0.0453239 0.906479 0.000357956 1.40838E-06 1.97443 710035 254.161 2793.64 2.99231 13.3509 1012.73 0.969395 0.0247252 0.96971
5.0 4e-6 0.60e-6 1.76 1.76 5 0 0.000183091 0.0457728 0.915455 0.00035911 1.41249E-06 1.96137 707971 254.239 2784.66 2.98824 13.3407 1010.26 0.969356 0.024737 0.969672
5.0 4e-6 0.60e-6 1.765 1.765 5 0 0.000184892 0.046223 0.924459 0.000360257 1.41656E-06 1.94848 705935 254.318 2775.79 2.98423 13.3307 1007.83 0.969319 0.0247488 0.969635
5.0 4e-6 0.60e-6 1.77 1.77 5 0 0.000186698 0.0466746 0.933492 0.000361397 1.4206E-06 1.93573 703926 254.397 2767.04 2.98027 13.3208 1005.45 0.969282 0.0247608 0.969598
5.0 4e-6 0.60e-6 1.775 1.775 5 0 0.00018851 0.0471276 0.942552 0.000362531 1.42462E-06 1.92313 701943 254.476 2758.39 2.97638 13.3111 1003.11 0.969245 0.0247727 0.969562
5.0 4e-6 0.60e-6 1.78 1.78 5 0 0.000190328 0.047582 0.95164 0.000363657 1.4286E-06 1.91069 699986 254.555 2749.84 2.97253 13.3016 1000.82 0.969209 0.0247847 0.969526
5.0 4e-6 0.60e-6 1.785 1.785 5 0 0.000192151 0.0480378 0.960755 0.000364777 1.43255E-06 1.89839 698055 254.634 2741.4 2.96875 13.2923 998.581 0.969174 0.0247968 0.969491
5.0 4e-6 0.60e-6 1.79 1.79 5 0 0.00019398 0.0484949 0.969898 0.00036589 1.43647E-06 1.88623 696149 254.714 2733.06 2.96501 13.2831 996.382 0.969139 0.0248089 0.969456
